NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:24:53.089	2063941.29639670
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
1628	16.27000	211.379	-6.400	1044.322	828.860	236.053	23.318	789.226	229.599	516.295	908.880	168.815	59.698	907.455	-210.804	63.456	905.484	47.681	1262.481	637.798	133.496	81.557	321.004	-195.486	548.247	281.795	126.988	1088.121	291.637	-124.188	1088.809	641.739	-158.151	79.107	822.671	-274.292	25.434	694.936	-219.669	94.839	697.371	186.790	95.957	784.739	-248.886	514.789	300.207	197.529	558.275
1629	16.28000	209.351	-6.453	1043.722	828.866	236.047	23.300	789.213	229.788	516.282	908.895	168.821	59.719	907.529	-210.702	63.207	902.706	47.943	1264.232	637.809	133.573	81.600	321.128	-195.427	547.978	279.420	126.999	1087.801	289.566	-124.191	1088.448	641.838	-158.098	79.183	822.680	-274.294	25.413	695.026	-219.586	94.813	697.367	186.819	95.942	785.079	-249.368	515.564	300.055	197.634	558.020
1630	16.29000	207.439	-6.541	1043.190	828.886	236.046	23.293	789.194	229.929	516.205	908.897	168.821	59.724	907.614	-210.621	62.912	900.014	48.227	1265.913	637.802	133.588	81.586	321.256	-195.370	547.773	277.153	127.017	1087.489	287.838	-123.812	1087.806	641.899	-158.051	79.257	822.739	-274.231	25.458	695.147	-219.554	94.851	697.335	186.876	95.902	785.344	-249.124	515.705	299.890	197.760	557.820
1631	16.30000	205.612	-6.664	1042.679	828.873	236.059	23.260	789.208	230.043	516.097	908.895	168.810	59.638	907.732	-210.521	62.579	897.451	48.479	1267.506	637.755	133.630	81.568	321.413	-195.259	547.584	274.958	126.994	1087.221	285.951	-123.809	1087.514	641.943	-158.013	79.348	822.778	-274.234	25.418	695.274	-219.555	94.931	697.311	186.946	95.908	785.618	-248.693	515.778	299.742	197.848	557.671
1632	16.31000	203.844	-6.727	1042.216	828.892	236.065	23.268	789.210	230.161	516.055	908.905	168.825	59.611	907.883	-210.390	62.194	895.045	48.750	1269.041	637.751	133.659	81.585	321.527	-195.144	547.489	272.871	126.999	1086.977	284.211	-123.860	1087.287	642.067	-157.962	79.466	822.802	-274.302	25.403	695.519	-219.385	94.928	697.291	186.954	95.838	785.884	-247.467	515.271	299.545	197.968	557.549
1633	16.32000	202.282	-6.783	1041.700	828.890	236.052	23.251	789.190	230.215	516.062	908.952	168.810	59.595	908.027	-210.293	61.897	892.699	49.071	1270.451	637.778	133.672	81.581	321.639	-195.096	547.481	270.897	127.008	1086.682	282.513	-123.900	1087.072	642.171	-157.886	79.584	822.851	-274.192	25.433	695.671	-219.405	95.077	697.310	187.001	95.835	786.060	-246.863	515.105	299.335	198.120	557.415
1634	16.33000	200.676	-6.853	1041.300	828.905	236.057	23.254	789.147	230.288	516.061	908.975	168.785	59.531	908.150	-210.263	61.694	890.510	49.387	1271.775	637.799	133.711	81.617	321.720	-195.000	547.452	269.019	127.032	1086.425	280.912	-123.914	1086.882	642.291	-157.801	79.705	822.897	-274.235	25.492	695.779	-219.431	95.225	697.352	187.006	95.827	786.300	-246.414	515.190	299.122	198.241	557.287
1635	16.34000	199.083	-6.899	1040.855	828.921	236.034	23.217	789.065	230.319	516.084	908.982	168.759	59.425	908.249	-210.225	61.528	888.443	49.704	1273.057	637.831	133.642	81.625	321.813	-194.890	547.447	267.234	127.045	1086.164	279.350	-123.947	1086.644	642.408	-157.721	79.808	822.961	-274.259	25.541	695.896	-219.380	95.323	697.382	187.091	95.853	786.707	-246.782	516.169	298.900	198.397	557.195
1636	16.35000	197.646	-7.009	1040.513	828.951	236.064	23.250	788.960	230.359	516.136	909.045	168.753	59.296	908.291	-210.207	61.381	886.457	50.027	1274.229	637.882	133.683	81.696	321.888	-194.788	547.486	265.559	127.094	1085.931	277.829	-123.945	1086.526	642.454	-157.712	79.853	822.991	-274.204	25.541	695.952	-219.369	95.377	697.432	187.096	95.858	786.888	-246.332	516.160	298.681	198.551	557.108
1637	16.36000	196.228	-7.015	1040.187	828.955	236.040	23.197	788.837	230.391	516.134	909.089	168.738	59.224	908.338	-210.166	61.306	884.528	50.314	1275.291	637.900	133.642	81.704	321.906	-194.644	547.520	263.970	127.157	1085.645	276.362	-123.965	1086.337	642.415	-157.687	79.851	822.910	-274.216	25.424	695.984	-219.396	95.447	697.456	187.113	95.846	787.020	-245.098	515.371	298.437	198.675	556.997
1638	16.37000	194.891	-7.069	1039.836	828.974	236.035	23.240	788.707	230.388	516.205	909.140	168.700	59.215	908.397	-210.136	61.210	882.694	50.696	1276.283	637.892	133.708	81.726	321.933	-194.564	547.604	262.459	127.199	1085.385	274.960	-123.991	1086.182	642.381	-157.714	79.838	822.965	-274.158	25.517	696.032	-219.333	95.507	697.469	187.170	95.910	787.281	-245.672	516.337	298.184	198.820	556.925
1639	16.38000	193.604	-7.000	1039.557	828.981	236.052	23.239	788.566	230.372	516.239	909.142	168.719	59.225	908.441	-210.120	61.133	880.990	51.017	1277.251	637.893	133.709	81.682	322.020	-194.476	547.555	261.014	127.268	1085.152	273.550	-123.989	1086.096	642.404	-157.684	79.878	822.929	-274.167	25.514	696.099	-219.192	95.465	697.457	187.191	95.904	787.463	-245.337	516.365	297.926	198.928	556.891
1640	16.39000	192.347	-7.071	1039.266	828.981	236.037	23.239	788.409	230.335	516.239	909.157	168.718	59.237	908.484	-210.058	61.042	879.305	51.331	1278.082	637.890	133.751	81.670	322.174	-194.410	547.547	259.682	127.341	1084.893	272.216	-124.029	1085.899	642.454	-157.632	79.877	822.963	-274.165	25.593	696.130	-219.209	95.612	697.421	187.199	95.864	787.613	-244.314	515.780	297.639	199.000	556.849
1641	16.40000	191.136	-7.065	1039.023	828.977	236.046	23.252	788.212	230.272	516.228	909.153	168.740	59.237	908.523	-210.027	60.962	877.726	51.690	1278.923	637.846	133.738	81.642	322.325	-194.362	547.563	258.443	127.378	1084.632	270.911	-124.034	1085.872	642.541	-157.574	79.921	822.963	-274.165	25.612	696.199	-219.102	95.633	697.399	187.228	95.880	787.609	-243.967	515.579	297.295	199.070	556.812
1642	16.41000	189.953	-7.134	1038.803	828.978	236.048	23.219	788.016	230.195	516.215	909.181	168.757	59.274	908.573	-210.024	60.894	876.183	52.013	1279.658	637.857	133.743	81.634	322.463	-194.289	547.562	257.252	127.436	1084.412	269.662	-124.104	1085.756	642.591	-157.511	79.945	822.971	-274.182	25.619	696.255	-219.021	95.610	697.354	187.226	95.864	787.660	-243.867	515.678	297.030	199.069	556.798
1643	16.42000	188.817	-7.138	1038.610	828.979	236.044	23.245	787.850	230.147	516.266	909.183	168.777	59.321	908.603	-210.006	60.801	874.742	52.373	1280.317	637.875	133.705	81.605	322.607	-194.230	547.573	256.109	127.467	1084.219	268.410	-124.177	1085.668	642.650	-157.453	79.961	822.959	-274.152	25.583	696.279	-219.001	95.654	697.334	187.180	95.852	787.688	-243.821	515.730	296.705	199.091	556.765
1644	16.43000	187.715	-7.148	1038.358	828.976	236.039	23.242	787.646	230.146	516.249	909.207	168.750	59.349	908.631	-209.982	60.707	873.338	52.726	1280.933	637.870	133.653	81.580	322.782	-194.232	547.578	255.068	127.512	1083.987	267.197	-124.203	1085.667	642.693	-157.409	80.024	822.932	-274.171	25.461	696.348	-218.812	95.565	697.328	187.190	95.859	787.807	-244.784	516.651	296.437	199.099	556.772
1645	16.44000	186.657	-7.207	1038.185	828.972	236.031	23.270	787.487	230.084	516.228	909.222	168.750	59.339	908.679	-209.993	60.595	871.984	53.051	1281.482	637.872	133.575	81.566	323.045	-194.201	547.591	254.030	127.537	1083.799	266.035	-124.277	1085.518	642.740	-157.380	80.075	822.933	-274.165	25.513	696.405	-218.828	95.652	697.346	187.161	95.857	787.793	-244.692	516.544	296.171	199.107	556.759
1646	16.45000	185.661	-7.220	1037.954	828.960	236.006	23.243	787.315	230.017	516.200	909.250	168.733	59.365	908.731	-209.967	60.478	870.710	53.390	1281.948	637.892	133.532	81.515	323.278	-194.189	547.519	252.962	127.531	1083.617	264.898	-124.320	1085.491	642.817	-157.370	80.135	822.963	-274.155	25.521	696.938	-216.299	93.478	697.361	187.124	95.842	787.701	-244.049	515.873	295.945	199.083	556.792
1647	16.46000	184.725	-7.248	1037.731	828.969	236.020	23.265	787.148	229.911	516.240	909.246	168.795	59.382	908.778	-209.934	60.399	869.457	53.701	1282.377	637.874	133.505	81.529	323.461	-194.211	547.600	251.929	127.517	1083.451	263.834	-124.365	1085.454	642.891	-157.286	80.208	822.985	-274.122	25.653	697.058	-216.403	93.580	697.365	187.091	95.855	787.858	-245.071	516.770	295.665	199.072	556.871
1648	16.47000	183.811	-7.399	1037.594	828.960	236.010	23.287	787.045	229.794	516.259	909.258	168.795	59.463	908.838	-209.923	60.320	868.345	54.071	1282.768	637.910	133.519	81.501	323.638	-194.243	547.640	250.893	127.488	1083.313	262.848	-124.425	1085.343	642.934	-157.292	80.254	823.041	-274.209	25.707	697.159	-216.498	93.628	697.358	187.067	95.847	787.892	-245.169	516.745	295.425	199.078	556.932
1649	16.48000	182.963	-7.494	1037.366	828.954	236.018	23.315	786.940	229.678	516.274	909.228	168.769	59.549	908.876	-209.927	60.229	867.306	54.360	1283.121	637.853	133.511	81.469	323.798	-194.279	547.712	249.937	127.456	1083.210	261.925	-124.482	1085.250	642.955	-157.235	80.265	822.990	-274.089	25.664	697.253	-216.541	93.660	697.328	187.092	95.876	787.810	-244.403	515.907	295.185	199.045	556.971
1650	16.49000	182.135	-7.586	1037.189	828.957	236.023	23.316	786.891	229.550	516.301	909.231	168.753	59.602	908.924	-209.920	60.179	866.343	54.675	1283.437	637.841	133.489	81.462	323.869	-194.245	547.702	248.986	127.415	1083.117	261.122	-124.571	1085.215	642.990	-157.250	80.316	822.989	-274.120	25.662	697.304	-216.589	93.647	697.293	187.080	95.871	788.008	-245.482	516.780	295.006	199.012	556.977
1651	16.50000	181.364	-7.734	1037.036	828.948	236.021	23.324	786.825	229.425	516.293	909.224	168.782	59.637	908.952	-209.891	60.162	865.437	54.965	1283.625	637.852	133.497	81.415	323.908	-194.282	547.787	248.093	127.341	1083.035	260.391	-124.655	1085.097	642.983	-157.256	80.326	822.995	-274.084	25.670	697.402	-216.571	93.626	697.271	187.082	95.858	788.028	-245.656	516.789	294.847	198.950	556.976
1652	16.51000	180.630	-7.832	1036.839	828.955	236.015	23.351	786.762	229.371	516.283	909.226	168.764	59.639	908.985	-209.893	60.103	864.567	55.224	1283.858	637.854	133.502	81.423	323.850	-194.248	547.772	247.226	127.255	1082.967	259.754	-124.758	1085.011	643.036	-157.232	80.370	822.971	-274.144	25.584	697.425	-216.608	93.663	697.271	187.106	95.882	788.132	-244.958	516.210	294.740	198.902	556.967
1653	16.52000	179.975	-7.962	1036.708	828.961	236.002	23.359	786.731	229.305	516.318	909.235	168.775	59.684	909.005	-209.883	60.058	863.805	55.439	1283.982	637.857	133.479	81.415	323.831	-194.297	547.828	246.408	127.170	1082.899	259.145	-124.888	1084.927	643.052	-157.244	80.386	822.964	-274.132	25.507	697.479	-216.721	93.690	697.256	187.087	95.884	788.059	-245.949	516.853	294.677	198.826	556.878
1654	16.53000	179.306	-8.158	1036.600	828.952	236.008	23.371	786.660	229.302	516.326	909.243	168.764	59.709	909.032	-209.902	60.029	863.101	55.660	1284.111	637.842	133.483	81.403	323.688	-194.325	547.743	245.618	127.076	1082.813	258.607	-125.008	1084.823	643.057	-157.258	80.440	823.041	-274.128	25.673	697.531	-216.693	93.638	697.275	187.074	95.875	788.010	-246.077	516.857	294.619	198.754	556.764
1655	16.54000	178.713	-8.267	1036.431	828.958	236.006	23.353	786.558	229.280	516.301	909.228	168.778	59.757	909.039	-209.894	59.983	862.419	55.856	1284.136	637.849	133.508	81.406	323.560	-194.424	547.673	244.899	126.989	1082.760	258.093	-125.127	1084.669	643.091	-157.266	80.404	823.042	-274.156	25.659	697.549	-216.747	93.650	697.276	187.041	95.847	787.968	-246.225	516.883	294.621	198.784	556.739
1656	16.55000	178.156	-8.389	1036.348	828.951	236.010	23.331	786.492	229.289	516.289	909.231	168.779	59.765	909.054	-209.891	59.975	861.847	55.991	1284.110	637.847	133.520	81.364	323.432	-194.510	547.600	244.192	126.888	1082.671	257.593	-125.237	1084.520	643.069	-157.298	80.447	823.005	-274.094	25.638	697.559	-216.894	93.757	697.256	187.066	95.848	787.896	-246.374	516.923	294.610	198.699	556.649
1657	16.56000	177.586	-8.549	1036.217	828.926	236.009	23.348	786.393	229.275	516.285	909.215	168.819	59.824	909.072	-209.898	59.911	861.209	54.485	1283.894	637.832	133.458	81.350	323.350	-194.570	547.493	243.551	126.828	1082.558	257.152	-125.361	1084.385	643.113	-157.287	80.467	823.048	-274.136	25.634	697.616	-216.794	93.685	697.232	187.078	95.872	787.717	-246.530	516.904	294.543	198.667	556.604
1658	16.57000	177.094	-8.675	1036.061	828.939	236.024	23.371	786.303	229.253	516.254	909.214	168.809	59.860	909.100	-209.919	59.909	860.736	54.593	1283.728	637.820	133.457	81.328	323.282	-194.644	547.384	242.922	126.735	1082.450	256.688	-125.496	1084.175	643.132	-157.245	80.514	823.040	-274.107	25.606	697.624	-216.851	93.741	697.222	187.081	95.837	787.552	-246.795	516.975	294.478	198.544	556.549
1659	16.58000	176.583	-8.806	1035.989	828.915	236.010	23.343	786.222	229.232	516.269	909.196	168.835	59.919	909.125	-209.923	59.889	860.297	54.578	1283.441	637.830	133.471	81.311	323.191	-194.641	547.225	242.377	126.632	1082.351	256.282	-125.614	1083.989	643.166	-157.244	80.544	823.027	-274.117	25.630	697.666	-216.800	93.706	697.209	187.049	95.827	787.371	-247.154	517.116	294.375	198.467	556.520
1660	16.59000	176.136	-8.995	1035.849	828.918	236.030	23.389	786.149	229.234	516.258	909.181	168.832	59.939	909.124	-209.942	59.869	859.987	54.615	1283.068	637.821	133.471	81.313	323.152	-194.691	547.123	241.819	126.534	1082.288	255.884	-125.745	1083.863	643.186	-157.242	80.568	823.077	-274.129	25.593	697.657	-216.842	93.689	697.214	187.033	95.837	787.047	-246.419	516.185	294.233	198.388	556.530
1661	16.60000	175.653	-9.115	1035.696	828.921	236.020	23.358	786.090	229.226	516.274	909.173	168.866	59.974	909.132	-209.932	59.849	859.638	54.594	1282.682	637.786	133.500	81.300	323.097	-194.672	546.979	241.308	126.425	1082.194	255.499	-125.909	1083.632	643.193	-157.277	80.569	823.041	-274.131	25.560	697.659	-216.950	93.792	697.182	187.081	95.851	786.877	-246.668	516.191	294.123	198.296	556.471
1662	16.61000	175.285	-9.266	1035.630	828.917	236.014	23.369	786.038	229.238	516.287	909.194	168.881	60.019	909.143	-209.931	59.835	859.455	54.646	1282.192	637.798	133.492	81.324	323.049	-194.623	546.899	240.782	126.324	1082.095	255.159	-126.077	1083.528	643.182	-157.240	80.557	823.038	-274.146	25.580	697.655	-216.870	93.698	697.173	187.065	95.827	786.677	-246.950	516.225	293.987	198.141	556.332
1663	16.62000	174.869	-9.413	1035.605	828.930	236.029	23.388	785.981	229.246	516.288	909.168	168.884	60.007	909.139	-209.937	59.830	859.331	54.629	1281.694	637.793	133.490	81.310	322.974	-194.574	546.852	240.328	126.232	1082.012	254.861	-126.229	1083.436	643.165	-157.252	80.556	823.036	-274.128	25.613	697.640	-216.976	93.729	697.169	187.077	95.816	786.630	-248.063	517.114	293.996	197.383	555.907
1664	16.63000	174.475	-9.564	1035.516	828.911	236.025	23.354	785.931	229.278	516.307	909.185	168.914	60.029	909.116	-209.950	59.849	859.260	54.549	1281.010	637.777	133.485	81.319	322.833	-194.518	546.797	239.850	126.132	1081.929	254.548	-126.348	1083.252	643.147	-157.286	80.553	823.033	-274.117	25.620	697.605	-216.978	93.697	697.166	187.112	95.817	786.513	-248.189	517.041	293.935	197.385	555.855
1665	16.64000	174.129	-9.685	1035.420	828.927	236.023	23.340	785.878	229.293	516.344	909.185	168.921	60.075	909.101	-209.945	59.872	859.260	54.528	1280.293	637.793	133.519	81.346	322.698	-194.527	546.846	239.435	126.042	1081.839	254.287	-126.531	1083.157	643.148	-157.275	80.533	823.033	-274.121	25.635	697.587	-217.032	93.738	697.154	187.131	95.834	786.389	-248.429	517.086	293.866	197.397	555.796
1666	16.65000	173.724	-9.829	1035.423	828.928	236.029	23.348	785.809	229.327	516.354	909.178	168.922	60.103	909.093	-209.949	59.877	859.318	54.445	1279.473	637.786	133.541	81.317	322.596	-194.502	546.780	239.034	125.970	1081.749	254.015	-126.676	1083.085	643.124	-157.302	80.506	823.043	-274.083	25.609	697.564	-217.052	93.714	697.157	187.136	95.834	786.237	-248.489	516.947	293.822	197.423	555.770
1667	16.66000	173.417	-9.964	1035.406	828.922	236.046	23.337	785.709	229.335	516.375	909.180	168.976	60.123	909.080	-209.928	59.849	859.434	54.386	1278.647	637.776	133.531	81.306	322.518	-194.487	546.731	238.667	125.863	1081.672	253.753	-126.809	1083.017	643.128	-157.308	80.535	823.004	-274.147	25.622	697.568	-217.073	93.740	697.108	187.139	95.830	786.145	-248.641	517.020	293.757	197.432	555.777
1668	16.67000	173.076	-10.113	1035.339	828.919	236.040	23.363	785.603	229.347	516.371	909.145	168.973	60.139	909.075	-209.944	59.825	859.769	55.884	1277.882	637.790	133.532	81.293	322.468	-194.520	546.670	238.363	125.771	1081.609	253.512	-126.924	1082.961	643.153	-157.282	80.536	823.062	-274.162	25.666	697.573	-216.999	93.656	697.119	187.184	95.813	786.112	-248.722	517.094	293.660	197.413	555.832
1669	16.68000	172.746	-10.200	1035.331	828.900	236.042	23.317	785.493	229.397	516.390	909.155	168.979	60.216	909.082	-209.916	59.835	859.962	55.790	1276.900	637.758	133.546	81.294	322.432	-194.549	546.559	238.073	125.704	1081.560	253.305	-127.051	1082.903	643.150	-157.299	80.545	823.047	-274.137	25.615	697.590	-217.052	93.679	697.099	187.165	95.837	786.096	-248.736	517.088	293.532	197.356	555.851
1670	16.69000	172.504	-10.323	1035.289	828.895	236.026	23.334	785.378	229.405	516.416	909.116	169.010	60.244	909.087	-209.917	59.817	860.249	55.670	1275.911	637.747	133.545	81.281	322.388	-194.613	546.474	237.839	125.640	1081.505	253.118	-127.191	1082.814	643.139	-157.300	80.582	823.040	-274.115	25.629	697.607	-217.049	93.663	697.066	187.196	95.823	786.059	-248.609	517.047	293.405	197.266	555.818
1671	16.70000	172.294	-10.398	1035.248	828.895	236.041	23.361	785.433	229.042	516.750	909.107	169.028	60.286	909.082	-209.915	59.754	860.469	55.554	1274.844	637.727	133.579	81.273	322.356	-194.739	546.409	237.657	125.592	1081.459	252.937	-127.281	1082.728	643.159	-157.309	80.604	823.054	-274.087	25.608	697.606	-217.098	93.718	697.047	187.240	95.869	785.935	-247.694	516.262	293.289	197.144	555.860
1672	16.71000	172.124	-10.503	1035.256	828.880	236.050	23.330	785.337	229.052	516.771	909.100	169.034	60.280	909.116	-209.903	59.745	860.779	55.448	1273.780	637.742	133.565	81.282	322.342	-194.845	546.319	237.571	125.532	1081.395	252.825	-127.384	1082.731	643.183	-157.322	80.631	823.021	-274.167	25.725	697.635	-217.028	93.653	697.047	187.199	95.828	785.963	-247.594	516.309	293.159	197.066	555.837
1673	16.72000	171.960	-10.598	1035.281	828.894	236.051	23.356	785.243	229.040	516.809	909.100	169.042	60.301	909.138	-209.881	59.712	861.106	55.347	1272.679	637.724	133.584	81.268	322.311	-194.967	546.268	237.511	125.450	1081.315	252.756	-127.471	1082.686	643.180	-157.316	80.614	823.086	-274.142	25.642	697.667	-217.056	93.688	697.029	187.243	95.871	785.970	-247.490	516.338	293.045	196.997	555.871
1674	16.73000	171.842	-10.695	1035.307	828.904	236.058	23.362	785.148	229.019	516.829	909.094	169.040	60.294	909.158	-209.890	59.656	861.525	55.200	1271.549	637.749	133.558	81.262	322.249	-195.007	546.204	237.511	125.375	1081.235	252.694	-127.591	1082.582	643.181	-157.320	80.645	823.086	-274.152	25.673	697.709	-217.095	93.754	697.027	187.201	95.855	786.109	-248.244	517.215	292.908	196.942	555.841
1675	16.74000	171.777	-10.773	1035.292	828.910	236.049	23.343	785.036	228.968	516.862	909.093	169.020	60.298	909.169	-209.872	59.622	861.958	55.063	1270.412	637.741	133.551	81.286	322.198	-195.060	546.134	237.571	125.301	1081.188	252.668	-127.729	1082.526	643.223	-157.299	80.636	823.076	-274.111	25.693	697.755	-217.011	93.713	697.013	187.215	95.866	786.142	-248.151	517.283	292.779	196.848	555.851
1676	16.75000	171.736	-10.855	1035.300	828.891	236.058	23.363	784.917	228.888	516.914	909.095	169.031	60.278	909.178	-209.877	59.593	862.426	54.936	1269.295	637.722	133.558	81.259	322.164	-195.114	546.120	237.672	125.252	1081.147	252.661	-127.882	1082.452	643.242	-157.307	80.666	823.049	-274.089	25.625	697.768	-217.025	93.703	696.996	187.190	95.846	786.194	-248.005	517.378	292.640	196.803	555.847
1677	16.76000	171.736	-10.906	1035.317	828.904	236.053	23.356	784.833	228.774	516.934	909.088	169.017	60.272	909.190	-209.864	59.581	862.947	54.770	1268.145	637.742	133.548	81.238	322.110	-195.177	546.091	237.850	125.174	1081.099	252.716	-128.026	1082.402	643.224	-157.318	80.681	823.078	-274.105	25.619	697.775	-217.042	93.738	697.015	187.226	95.878	786.189	-247.927	517.431	292.500	196.776	555.825
1678	16.77000	171.777	-11.031	1035.402	828.877	236.039	23.337	784.758	228.624	516.910	909.089	169.020	60.291	909.193	-209.861	59.581	863.468	54.631	1266.968	637.717	133.547	81.249	322.110	-195.244	546.077	238.040	125.120	1081.108	252.820	-128.188	1082.357	643.230	-157.316	80.676	823.085	-274.093	25.660	697.792	-217.087	93.793	696.995	187.199	95.884	786.214	-247.719	517.378	292.390	196.773	555.820
1679	16.78000	171.863	-11.111	1035.479	828.891	236.051	23.370	784.707	228.517	516.954	909.088	169.012	60.324	909.204	-209.856	59.567	864.019	54.463	1265.846	637.726	133.544	81.210	322.098	-195.252	546.028	238.252	125.046	1081.112	252.963	-128.330	1082.399	643.211	-157.347	80.692	823.111	-274.131	25.682	697.777	-217.089	93.830	696.994	187.173	95.855	786.184	-247.545	517.425	292.262	196.685	555.796
1680	16.79000	172.006	-11.249	1035.600	828.900	236.047	23.352	784.684	228.392	516.982	909.063	168.995	60.269	909.163	-209.864	59.502	864.604	54.332	1264.782	637.711	133.581	81.232	322.091	-195.284	546.047	238.514	124.963	1081.150	253.155	-128.474	1082.448	643.218	-157.323	80.688	823.097	-274.141	25.684	697.793	-217.039	93.782	696.977	187.209	95.869	786.194	-247.416	517.436	292.152	196.732	555.852
1681	16.80000	172.147	-11.359	1035.779	828.895	236.044	23.374	784.655	228.301	517.014	909.072	168.994	60.289	909.162	-209.840	59.487	865.185	54.181	1263.704	637.733	133.597	81.239	322.107	-195.295	546.012	238.757	124.871	1081.173	253.389	-128.610	1082.452	643.207	-157.355	80.684	823.079	-274.127	25.704	697.801	-217.076	93.806	697.000	187.183	95.852	786.209	-247.271	517.476	292.078	196.672	555.865
1682	16.81000	172.357	-11.460	1035.873	828.894	236.043	23.368	784.647	228.192	517.046	909.074	168.992	60.273	909.167	-209.843	59.499	865.767	53.997	1262.680	637.714	133.587	81.222	322.093	-195.338	546.062	239.058	124.778	1081.216	253.642	-128.723	1082.487	643.199	-157.317	80.662	823.122	-274.139	25.737	697.787	-217.067	93.813	696.985	187.203	95.888	786.106	-246.197	516.559	292.021	196.646	555.883
1683	16.82000	172.565	-11.580	1036.013	828.901	236.032	23.337	784.650	228.050	517.044	909.063	168.972	60.248	909.163	-209.838	59.478	866.365	53.821	1261.684	637.736	133.579	81.243	322.089	-195.342	546.045	239.396	124.658	1081.260	253.922	-128.854	1082.520	643.215	-157.342	80.679	823.074	-274.089	25.720	697.785	-217.109	93.849	696.986	187.164	95.885	786.083	-246.103	516.534	292.032	196.673	555.969
1684	16.83000	172.845	-11.628	1036.113	828.913	236.027	23.355	784.642	227.891	517.055	909.087	168.981	60.255	909.177	-209.830	59.450	867.014	53.621	1260.767	637.734	133.571	81.235	322.055	-195.358	546.068	239.787	124.564	1081.297	254.231	-128.983	1082.540	643.221	-157.337	80.705	823.063	-274.088	25.724	697.807	-217.166	93.914	697.001	187.150	95.879	786.262	-246.942	517.525	292.043	196.675	556.008
1685	16.84000	173.168	-11.745	1036.288	828.905	236.032	23.370	784.644	227.726	517.083	909.079	168.954	60.233	909.194	-209.826	59.443	867.657	53.408	1259.909	637.726	133.595	81.262	322.039	-195.365	546.080	240.206	124.432	1081.397	254.578	-129.117	1082.562	643.205	-157.362	80.697	823.103	-274.127	25.786	697.813	-217.165	93.935	697.012	187.163	95.915	786.271	-246.851	517.548	292.075	196.723	556.070
1686	16.85000	173.498	-11.783	1036.375	828.899	236.029	23.375	784.665	227.534	517.110	909.099	168.978	60.273	909.193	-209.787	59.441	868.321	53.152	1259.087	637.742	133.560	81.266	322.007	-195.392	546.172	240.695	124.303	1081.525	254.999	-129.246	1082.605	643.230	-157.330	80.704	823.113	-274.131	25.791	697.822	-217.136	93.924	697.013	187.119	95.890	786.290	-246.726	517.571	291.962	197.501	556.570
1687	16.86000	173.932	-11.900	1036.520	828.905	236.020	23.386	784.700	227.343	517.152	909.081	168.954	60.267	909.202	-209.798	59.445	869.051	52.896	1258.380	637.746	133.601	81.241	322.019	-195.413	546.148	241.212	124.179	1081.634	255.445	-129.370	1082.603	643.219	-157.366	80.695	823.091	-274.097	25.768	697.800	-217.049	93.833	697.019	187.097	95.883	786.291	-246.609	517.571	292.119	196.758	556.247
1688	16.87000	174.347	-12.053	1036.679	828.898	236.024	23.382	784.778	227.140	517.173	909.061	168.939	60.260	909.199	-209.799	59.410	869.790	52.619	1257.744	637.713	133.594	81.242	322.029	-195.449	546.160	241.777	124.067	1081.768	255.931	-129.522	1082.666	643.214	-157.362	80.696	823.121	-274.137	25.756	697.822	-217.073	93.842	697.015	187.122	95.901	786.291	-246.464	517.594	292.011	197.595	556.766
1689	16.88000	174.846	-12.078	1036.878	828.900	236.020	23.380	784.852	226.964	517.191	909.069	168.939	60.243	909.217	-209.796	59.435	870.571	52.348	1257.192	637.710	133.584	81.226	322.021	-195.458	546.113	242.343	123.968	1081.882	256.472	-129.626	1082.716	643.199	-157.361	80.688	823.092	-274.092	25.747	697.801	-217.111	93.880	697.019	187.086	95.901	786.317	-246.382	517.582	292.012	197.509	556.806
