NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:24:53.089	2063941.29639670
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
290	2.89000	557.402	-6.550	1161.586	829.564	224.644	22.926	866.671	215.626	489.724	907.991	159.390	63.855	905.380	-213.305	64.734	1278.035	-5.352	1217.386	639.751	122.120	78.668	433.214	-192.555	694.588	656.204	117.565	1186.787	656.206	-126.746	1183.157	642.723	-153.916	77.115	819.642	-274.225	24.809	698.421	-213.463	94.328	700.113	172.098	93.020	851.051	-240.816	495.386	434.373	200.082	698.790
291	2.90000	561.117	-6.744	1169.892	829.736	224.567	22.823	867.795	214.498	489.830	908.410	159.064	62.950	905.504	-213.321	64.255	1282.209	-6.085	1223.407	639.885	122.195	78.893	436.785	-192.339	701.817	660.251	117.269	1194.916	659.865	-127.158	1191.258	642.759	-153.980	77.233	819.688	-274.171	24.818	698.559	-213.458	94.341	700.597	172.094	93.120	852.242	-240.205	495.325	438.173	199.646	706.287
292	2.91000	564.719	-6.943	1178.316	829.876	224.511	22.752	868.802	213.423	490.044	908.871	158.775	62.030	905.689	-213.261	63.795	1286.147	-6.655	1229.635	640.027	122.245	79.185	440.364	-192.107	709.229	664.240	116.999	1203.159	663.312	-127.587	1199.524	642.873	-154.006	77.369	819.741	-274.199	24.743	698.782	-213.659	94.658	701.041	172.150	93.234	853.308	-239.540	495.285	441.962	199.103	713.911
293	2.92000	568.214	-7.109	1186.852	829.992	224.481	22.678	869.640	212.196	490.342	909.312	158.508	61.245	905.906	-213.235	63.237	1290.075	-7.228	1236.041	640.160	122.283	79.439	443.968	-191.918	716.663	668.092	116.787	1211.528	666.721	-128.068	1207.933	642.966	-154.032	77.496	819.839	-274.251	24.675	699.039	-213.461	94.431	701.465	172.222	93.415	854.208	-238.864	495.359	445.729	198.485	721.524
294	2.93000	571.596	-7.284	1195.578	830.124	224.444	22.612	870.317	211.000	490.762	909.672	158.288	60.416	906.139	-213.150	62.762	1293.840	-7.727	1242.777	640.298	122.277	79.653	447.593	-191.751	724.108	671.833	116.611	1220.019	670.057	-128.552	1216.500	643.057	-154.067	77.634	819.882	-274.264	24.693	699.278	-213.763	94.798	701.861	172.213	93.519	854.951	-238.185	495.497	449.449	197.836	729.252
295	2.94000	574.948	-7.457	1204.388	830.242	224.416	22.582	870.815	209.771	491.347	910.037	158.046	59.461	906.343	-213.075	62.216	1297.389	-8.290	1249.623	640.478	122.304	79.929	451.316	-191.720	731.572	675.379	116.436	1228.668	673.357	-129.073	1225.189	643.146	-154.106	77.801	819.977	-274.229	24.809	699.557	-213.805	94.881	702.283	172.345	93.685	855.515	-237.458	495.725	453.115	197.105	737.035
296	2.95000	578.238	-7.660	1213.356	830.346	224.375	22.538	871.110	208.488	491.946	910.378	157.754	58.533	906.465	-212.989	61.842	1300.888	-8.763	1256.793	640.628	122.355	80.226	454.943	-191.711	739.092	678.813	116.311	1237.500	676.520	-129.493	1233.996	643.239	-154.081	78.004	820.042	-274.258	24.693	699.772	-213.696	94.873	702.727	172.305	93.835	855.910	-236.902	496.100	456.762	196.356	744.839
297	2.96000	581.390	-7.828	1222.388	830.425	224.344	22.481	871.247	207.203	492.552	910.704	157.562	57.750	906.571	-212.918	61.502	1304.237	-9.324	1264.022	640.767	122.296	80.451	458.553	-191.819	746.696	682.129	116.178	1246.455	679.643	-129.814	1243.003	643.284	-154.109	78.186	820.062	-274.238	24.788	699.871	-213.873	95.082	703.145	172.383	94.060	856.236	-235.924	496.197	460.392	195.544	752.758
298	2.97000	584.396	-7.983	1231.468	830.487	224.307	22.463	871.196	205.926	493.192	910.950	157.424	57.209	906.665	-212.896	61.183	1307.519	-9.830	1271.416	640.849	122.252	80.658	462.178	-191.947	754.290	685.311	116.096	1255.476	682.668	-130.146	1252.010	643.307	-154.135	78.291	820.079	-274.310	24.671	700.023	-214.083	95.245	703.426	172.352	94.225	856.331	-235.138	496.521	464.030	194.717	760.699
299	2.98000	587.302	-8.106	1240.550	830.548	224.289	22.466	871.000	204.764	493.926	911.139	157.277	56.599	906.772	-212.857	60.846	1310.603	-10.361	1278.898	641.018	121.877	80.881	465.794	-192.051	762.072	688.362	116.022	1264.623	685.623	-130.435	1261.139	643.315	-154.154	78.403	820.090	-274.300	24.592	700.172	-214.228	95.372	703.672	172.329	94.398	856.270	-234.473	496.924	467.737	193.749	768.623
300	2.99000	590.112	-8.211	1249.759	830.583	224.293	22.458	870.634	203.565	494.556	911.348	157.211	56.059	906.881	-212.845	60.583	1313.646	-10.908	1286.540	641.132	121.838	81.094	469.577	-192.140	769.915	691.271	115.976	1273.848	688.484	-130.746	1270.364	643.342	-154.226	78.609	820.153	-274.305	24.672	700.303	-214.239	95.309	703.882	172.272	94.575	856.059	-234.093	497.554	471.454	192.806	776.581
301	3.00000	592.848	-8.297	1259.012	830.660	224.274	22.424	870.073	202.389	495.242	911.562	157.107	55.529	907.002	-212.824	60.311	1316.634	-11.437	1294.299	641.247	121.774	81.252	473.457	-190.237	776.400	694.133	116.021	1283.048	691.227	-131.097	1279.570	643.371	-154.240	78.670	820.182	-274.306	24.572	700.426	-214.512	95.555	704.094	172.301	94.766	855.660	-233.118	497.852	475.226	191.809	784.417
302	3.01000	595.449	-8.439	1268.319	830.682	224.259	22.382	869.331	201.199	496.002	911.760	157.042	55.091	907.154	-212.831	60.003	1319.443	-11.971	1302.083	641.349	121.717	81.419	477.377	-190.306	784.491	696.889	116.044	1292.302	693.872	-131.471	1288.851	643.458	-154.256	78.875	820.208	-274.370	24.537	700.503	-214.540	95.549	704.314	172.293	94.914	855.085	-233.226	498.962	478.993	190.794	792.222
303	3.02000	597.905	-8.557	1277.636	830.710	224.260	22.376	868.429	200.124	496.920	911.937	157.022	54.666	907.280	-212.856	59.746	1322.089	-12.499	1309.842	641.426	121.682	81.565	481.340	-190.481	792.602	699.494	116.045	1301.619	696.335	-131.829	1298.148	643.684	-154.200	78.859	820.235	-274.319	24.465	700.577	-214.678	95.706	704.465	172.348	95.160	854.485	-232.454	499.663	482.793	189.798	799.974
304	3.03000	600.237	-8.671	1286.929	830.718	224.263	22.371	867.314	199.060	497.882	912.086	156.966	54.322	907.392	-212.870	59.500	1324.687	-12.989	1317.807	641.534	121.565	81.705	485.221	-190.522	800.541	702.007	116.071	1310.956	698.686	-132.159	1307.468	643.746	-154.235	79.004	820.233	-274.285	24.459	700.659	-214.820	95.861	704.576	172.268	95.297	853.734	-230.989	499.825	486.626	188.806	807.735
305	3.04000	602.511	-8.852	1296.170	830.734	224.285	22.374	866.076	197.948	498.812	912.223	156.947	54.083	907.521	-212.905	59.276	1327.132	-13.531	1325.773	641.613	121.498	81.867	489.143	-192.831	809.974	704.338	116.076	1320.240	700.895	-132.471	1316.820	643.780	-154.234	79.120	820.279	-274.309	24.500	700.678	-215.006	96.066	704.731	172.008	95.362	852.750	-230.919	501.076	490.428	187.783	815.465
306	3.05000	604.689	-8.956	1305.349	830.762	224.295	22.396	864.673	196.818	499.861	912.347	156.949	53.860	907.628	-212.904	59.014	1329.460	-14.037	1333.753	641.695	121.461	81.961	493.202	-193.095	817.662	706.604	116.073	1329.571	703.034	-132.815	1326.103	643.849	-154.246	79.254	820.294	-274.345	24.562	700.631	-215.081	96.125	704.935	172.009	95.651	851.708	-229.338	501.248	494.289	186.749	823.238
307	3.06000	606.785	-9.082	1314.472	830.771	224.283	22.344	863.127	195.603	500.860	912.472	156.962	53.576	907.738	-212.917	58.764	1331.601	-14.535	1341.743	641.761	121.449	82.122	497.291	-193.494	825.293	708.790	116.098	1338.930	705.100	-133.210	1335.382	643.888	-154.258	79.398	820.321	-274.317	24.518	700.667	-214.998	96.068	704.954	171.973	95.839	850.459	-228.390	502.014	498.124	185.740	831.077
308	3.07000	608.744	-9.242	1323.527	830.807	224.302	22.321	861.457	194.450	502.062	912.585	156.969	53.300	907.834	-212.861	58.550	1333.893	-15.040	1350.080	641.842	121.392	82.245	501.361	-193.929	832.771	710.862	116.137	1348.127	707.093	-133.632	1344.573	643.972	-154.276	79.526	820.316	-274.337	24.512	700.667	-215.415	96.538	704.944	171.992	96.004	849.112	-227.460	502.895	501.958	184.759	838.888
309	3.08000	610.658	-9.409	1332.583	830.807	224.304	22.315	859.656	193.155	503.140	912.707	156.968	53.087	907.975	-212.844	58.350	1336.658	-20.288	1357.830	641.912	121.337	82.415	505.428	-194.374	840.136	712.852	116.137	1357.299	709.023	-134.140	1353.719	644.016	-154.224	79.707	820.367	-274.319	24.516	700.623	-215.329	96.515	704.924	172.027	96.254	847.602	-226.349	503.744	505.800	183.769	846.676
310	3.09000	612.487	-9.653	1341.583	830.845	224.301	22.287	857.725	191.825	504.372	912.867	156.966	52.789	908.114	-212.876	58.070	1338.639	-20.820	1366.204	641.953	121.316	82.564	509.512	-194.836	847.503	714.706	116.173	1366.302	710.822	-134.647	1362.862	644.114	-154.237	79.889	820.417	-274.303	24.572	700.600	-215.520	96.746	704.917	172.097	96.541	845.950	-225.281	504.771	509.682	182.817	854.519
311	3.10000	614.248	-9.861	1350.479	830.709	223.567	21.571	855.678	190.445	505.736	913.013	156.978	52.457	908.283	-212.936	57.810	1340.552	-21.694	1374.452	642.091	121.281	82.851	513.654	-195.292	854.870	716.415	116.157	1375.190	712.533	-135.125	1371.915	644.159	-154.225	80.024	820.432	-274.329	24.421	700.581	-215.614	96.926	704.962	172.181	96.869	844.098	-224.117	505.737	513.601	181.912	862.257
312	3.11000	615.946	-10.168	1359.194	831.086	223.695	21.963	853.545	188.972	507.028	913.155	157.008	52.183	908.447	-212.995	57.545	1342.368	-22.125	1382.870	642.182	121.240	83.110	518.024	-195.680	862.388	718.053	116.150	1384.117	714.128	-135.625	1380.973	644.237	-154.218	80.188	820.468	-274.389	24.412	700.581	-215.674	97.136	704.975	172.248	97.153	842.095	-222.959	506.804	517.544	181.048	869.924
313	3.12000	617.500	-10.431	1367.781	831.183	223.639	21.972	851.316	187.373	508.400	913.371	157.029	51.880	908.592	-213.026	57.283	1344.250	-22.376	1391.396	642.302	121.185	83.397	522.345	-195.907	869.838	719.545	116.103	1392.933	715.577	-136.107	1389.926	644.354	-154.147	80.374	820.508	-274.354	24.357	700.537	-215.847	97.395	704.997	172.301	97.517	839.994	-221.740	507.916	521.574	180.189	877.473
314	3.13000	618.914	-10.699	1376.244	831.222	223.644	21.959	848.996	185.732	509.827	913.572	157.000	51.618	908.725	-213.049	57.005	1345.885	-22.891	1399.913	642.463	121.099	83.701	526.625	-196.014	877.138	720.940	116.033	1401.660	716.955	-136.605	1398.681	644.462	-154.044	80.558	820.489	-274.361	24.380	700.483	-216.019	97.683	705.028	172.307	97.844	837.615	-220.525	509.059	525.678	179.399	884.827
315	3.14000	620.272	-10.968	1384.540	831.254	223.629	21.965	846.561	183.961	511.261	913.745	157.010	51.352	908.856	-213.047	56.829	1346.353	-26.990	1406.922	642.649	120.994	84.047	530.927	-196.169	884.255	722.202	115.919	1410.375	718.249	-137.139	1407.396	644.551	-153.979	80.769	820.534	-274.357	24.334	700.372	-216.009	97.853	705.069	172.333	98.309	835.062	-219.284	510.159	529.836	179.356	892.380
316	3.15000	621.527	-11.284	1392.753	831.283	223.626	21.966	844.025	182.123	512.725	913.938	157.023	51.057	908.961	-213.095	56.539	1347.832	-26.845	1415.526	642.742	120.900	84.418	535.312	-196.311	891.244	723.415	115.889	1418.875	719.445	-137.684	1415.887	644.675	-153.966	80.968	820.592	-274.409	24.344	700.284	-216.069	98.104	705.082	172.348	98.746	832.387	-218.070	511.418	533.911	179.067	899.706
317	3.16000	622.693	-11.594	1400.797	831.345	223.623	21.952	841.404	180.185	514.225	914.108	157.043	50.834	909.074	-213.083	56.258	1349.583	-27.258	1423.934	642.906	120.812	84.758	539.644	-196.526	898.137	724.482	115.816	1427.326	720.536	-138.303	1424.265	644.802	-153.948	81.179	820.603	-274.382	24.338	700.206	-216.291	98.493	705.077	172.383	99.239	829.533	-216.846	512.624	538.006	178.744	906.882
318	3.17000	623.795	-11.898	1408.671	831.382	223.639	21.986	838.657	178.244	515.766	914.241	157.036	50.560	909.207	-213.149	55.997	1350.961	-26.401	1432.759	643.136	120.696	84.981	544.005	-196.814	904.920	725.434	115.789	1435.511	721.553	-138.887	1432.346	644.947	-153.884	81.473	820.590	-274.367	24.259	700.128	-216.408	98.804	705.038	172.443	99.712	826.450	-215.576	513.884	542.193	178.183	913.711
319	3.18000	624.784	-12.255	1416.353	831.406	223.644	21.982	835.766	176.328	517.277	914.418	156.983	50.380	909.383	-213.218	55.756	1352.410	-25.895	1441.592	643.269	120.658	85.272	548.424	-195.203	910.294	726.279	115.760	1443.532	722.450	-139.531	1440.279	645.094	-153.901	81.729	820.641	-274.381	24.316	700.182	-216.788	99.174	704.960	172.473	100.194	823.308	-214.274	515.215	546.356	177.516	920.422
320	3.19000	625.715	-12.550	1423.795	831.435	223.632	22.004	832.633	174.471	518.710	914.499	156.944	50.197	909.549	-213.224	55.534	1353.985	-22.061	1452.052	643.379	120.565	85.462	552.673	-195.518	916.814	727.068	115.802	1451.279	723.320	-140.139	1448.067	645.273	-153.860	81.984	820.669	-274.394	24.280	700.172	-216.640	99.212	704.827	172.460	100.541	819.926	-212.900	516.557	550.567	176.898	926.901
321	3.20000	626.571	-12.919	1431.034	831.452	223.635	22.019	829.335	172.574	520.001	914.590	156.949	50.119	909.685	-213.267	55.394	1355.359	-18.460	1462.190	643.491	120.488	85.599	557.040	-195.976	923.232	727.772	115.851	1458.787	724.050	-140.785	1455.582	645.413	-153.809	82.207	820.706	-274.402	24.208	699.988	-216.749	99.549	704.665	172.471	100.895	816.354	-211.604	517.903	554.792	176.292	933.212
322	3.21000	627.321	-13.243	1438.010	831.462	223.626	22.028	825.770	170.737	521.222	914.621	156.925	50.010	909.733	-213.281	55.270	1356.207	-18.653	1470.062	643.521	120.436	85.666	561.289	-196.015	929.156	728.359	115.889	1466.168	724.714	-141.426	1462.849	645.541	-153.817	82.364	820.727	-274.461	24.270	699.783	-216.672	99.708	704.426	172.494	101.129	812.584	-210.343	519.201	559.132	175.712	939.366
323	3.22000	627.934	-13.561	1444.827	831.457	223.624	22.009	822.007	169.016	522.424	914.681	156.906	49.986	909.825	-213.396	55.347	1356.964	-18.828	1477.758	643.568	120.389	85.717	565.454	-198.135	936.361	728.861	115.916	1473.349	725.191	-142.068	1469.907	645.600	-153.766	82.487	820.724	-274.424	24.299	699.480	-216.685	99.859	704.104	172.458	101.372	808.500	-209.044	520.288	563.541	175.176	945.271
324	3.23000	628.398	-13.826	1451.320	831.466	223.618	22.029	818.021	167.269	523.556	915.031	156.445	49.600	909.780	-213.590	55.455	1357.699	-19.035	1485.304	643.584	120.369	85.745	569.718	-198.275	941.993	729.391	115.964	1480.269	725.611	-142.722	1476.667	645.594	-153.793	82.578	820.760	-274.444	24.243	699.111	-216.712	99.961	703.853	172.433	101.584	804.178	-207.791	521.370	568.047	174.669	950.935
325	3.24000	628.753	-14.035	1457.555	831.486	223.628	22.038	813.856	165.687	524.749	915.050	156.453	49.539	909.773	-213.642	55.436	1358.357	-19.212	1492.527	643.620	120.310	85.807	573.968	-198.351	947.484	729.874	115.963	1487.063	725.865	-143.448	1483.239	645.599	-153.811	82.651	820.754	-274.454	24.226	698.840	-216.799	100.106	703.570	172.442	101.815	799.628	-206.498	522.501	572.598	174.185	956.401
326	3.25000	629.034	-14.263	1463.565	831.483	223.636	22.039	809.543	164.075	525.855	914.969	156.533	49.462	909.760	-213.694	55.407	1359.018	-19.420	1499.608	643.654	120.314	85.876	578.285	-198.450	952.711	730.255	115.904	1493.650	725.997	-144.048	1489.420	645.589	-153.873	82.735	820.787	-274.437	24.240	698.538	-216.853	100.226	703.238	172.470	102.061	794.917	-205.255	523.576	577.120	173.719	961.591
327	3.26000	629.254	-14.562	1469.187	831.479	223.646	22.031	805.055	162.558	527.053	914.913	156.555	49.458	909.760	-213.723	55.392	1361.060	-24.104	1503.719	643.641	120.283	85.926	582.486	-198.488	957.728	730.606	115.830	1499.734	726.038	-144.610	1495.424	645.594	-153.843	82.852	820.772	-274.477	24.218	698.196	-216.928	100.451	702.862	172.461	102.286	790.025	-203.793	524.407	581.604	173.278	966.550
328	3.27000	629.445	-14.840	1474.613	831.486	223.660	22.034	800.396	160.989	528.210	914.934	156.568	49.428	909.760	-213.724	55.391	1359.998	-20.115	1511.876	643.612	120.290	85.980	586.733	-198.394	962.257	730.812	115.721	1505.579	726.045	-145.210	1501.063	645.641	-153.812	83.033	820.804	-274.487	24.215	697.846	-217.002	100.616	702.505	172.479	102.484	785.079	-202.337	525.380	586.042	172.813	971.282
329	3.28000	629.613	-15.168	1479.540	831.489	223.672	22.042	795.538	159.283	529.200	914.948	156.585	49.419	909.756	-213.788	55.398	1360.476	-20.248	1518.147	643.572	120.295	85.940	591.030	-198.298	966.517	730.915	115.618	1511.063	725.974	-145.820	1506.416	645.670	-153.784	83.233	820.792	-274.501	24.241	697.487	-217.115	100.887	702.118	172.546	102.688	780.008	-200.906	526.316	590.479	172.326	975.692
330	3.29000	629.685	-15.472	1484.138	831.477	223.699	22.033	790.463	157.488	530.159	914.931	156.564	49.421	909.759	-213.781	55.425	1360.924	-20.367	1524.393	643.488	120.324	85.899	595.228	-198.128	970.393	730.888	115.464	1515.950	725.921	-146.476	1511.497	645.728	-153.775	83.463	820.798	-274.513	24.225	697.182	-217.113	101.121	701.723	172.548	102.788	774.904	-199.229	527.134	594.880	171.827	979.798
331	3.30000	629.728	-15.842	1488.324	831.467	223.691	22.048	785.171	155.674	531.060	914.914	156.557	49.423	909.792	-213.799	55.413	1361.365	-20.252	1531.356	643.406	120.361	85.840	599.574	-198.030	973.930	730.776	115.286	1520.569	725.864	-147.040	1516.207	645.790	-153.714	83.659	820.802	-274.483	24.219	696.839	-217.126	101.347	701.254	172.575	102.923	769.730	-197.606	528.054	599.223	171.344	983.561
332	3.31000	629.746	-16.213	1492.075	831.474	223.712	22.109	779.664	153.737	531.891	914.890	156.535	49.481	909.818	-213.794	55.409	1361.675	-20.362	1536.906	643.279	120.391	85.746	603.847	-197.848	977.002	730.579	115.097	1524.805	725.839	-147.603	1520.552	645.884	-153.629	83.815	820.800	-274.508	24.270	696.538	-217.109	101.554	700.818	172.563	102.985	764.630	-195.919	528.767	603.537	170.915	986.964
333	3.32000	629.714	-16.605	1495.354	831.442	223.751	22.171	773.955	151.766	532.537	914.862	156.469	49.546	909.825	-213.784	55.442	1361.994	-20.507	1542.355	643.157	120.357	85.643	608.133	-197.689	979.685	730.290	114.897	1528.629	725.760	-148.180	1524.430	645.908	-153.450	83.897	820.776	-274.474	24.292	696.161	-217.085	101.705	700.297	172.472	103.099	759.482	-194.118	529.437	607.853	170.542	990.102
334	3.33000	629.621	-17.057	1498.212	831.412	223.808	22.203	768.072	149.839	533.111	914.847	156.415	49.594	909.846	-213.770	55.456	1362.184	-20.604	1547.370	643.020	120.226	85.503	612.265	-197.539	981.954	730.028	114.711	1532.110	725.724	-148.779	1527.925	645.902	-153.305	83.983	820.765	-274.464	24.259	695.792	-216.997	101.808	699.729	172.343	103.112	754.238	-192.384	529.949	612.215	170.195	992.895
335	3.34000	629.396	-17.457	1500.701	831.351	223.853	22.245	762.130	148.196	533.555	914.836	156.397	49.669	909.858	-213.752	55.505	1362.415	-20.708	1552.335	642.901	119.983	85.325	616.310	-197.390	983.883	729.772	114.533	1535.223	725.597	-149.338	1530.995	645.864	-153.155	83.989	820.762	-274.432	24.327	695.400	-216.938	101.907	699.182	172.127	103.142	749.154	-190.871	530.234	616.578	169.859	995.348
336	3.35000	629.113	-17.917	1502.767	831.181	223.911	22.242	756.114	146.859	533.808	914.858	156.386	49.729	909.874	-213.704	55.547	1362.485	-21.068	1555.944	642.800	119.778	85.180	620.377	-197.187	985.317	729.527	114.317	1537.887	725.468	-149.901	1533.676	645.839	-153.010	83.951	820.759	-274.446	24.277	694.990	-216.749	101.837	698.825	172.920	103.585	744.045	-189.891	530.664	620.894	169.557	997.439
337	3.36000	628.887	-18.299	1504.331	830.980	224.047	22.187	750.364	146.024	533.982	914.821	156.392	49.712	909.902	-213.703	55.583	1362.548	-21.123	1560.181	642.648	119.614	85.096	624.454	-196.879	986.380	729.167	113.984	1540.173	725.259	-150.483	1535.866	645.825	-152.881	83.935	820.726	-274.417	24.340	694.585	-216.651	101.950	698.065	172.858	103.870	739.283	-189.266	530.895	625.135	169.282	999.229
338	3.37000	628.562	-18.844	1505.537	831.166	224.257	22.499	744.938	145.712	534.078	914.791	156.393	49.658	909.939	-213.730	55.522	1362.568	-20.869	1565.143	642.549	119.504	85.091	628.574	-196.527	987.131	728.790	113.667	1541.865	725.015	-151.046	1537.647	645.860	-152.768	83.970	820.750	-274.457	24.244	694.227	-216.572	101.894	697.340	172.712	104.070	734.836	-188.831	530.806	629.193	169.037	1000.609
339	3.38000	628.259	-19.328	1506.231	831.157	224.287	22.454	740.072	145.768	533.970	914.786	156.454	49.668	909.969	-213.752	55.506	1362.569	-20.891	1568.832	642.521	119.458	85.064	632.838	-196.229	987.456	728.223	113.227	1543.072	724.743	-151.542	1538.889	645.914	-152.728	84.032	820.727	-274.410	24.199	693.895	-216.665	101.969	696.727	172.689	104.143	730.777	-188.642	530.682	633.049	168.771	1001.577
340	3.39000	627.946	-19.852	1506.397	831.130	224.287	22.386	735.918	146.158	533.967	914.744	156.579	49.653	909.951	-213.828	55.453	1362.523	-20.867	1572.088	642.539	119.570	85.103	636.907	-195.936	987.512	727.657	112.868	1543.821	724.425	-152.097	1539.794	645.990	-152.791	84.107	820.746	-274.422	24.064	693.509	-216.836	101.828	696.263	172.878	104.149	727.229	-188.604	530.596	636.644	168.416	1002.059
341	3.40000	627.679	-20.365	1506.046	831.152	224.337	22.319	732.455	146.695	533.959	914.679	156.679	49.642	909.898	-213.909	55.407	1362.507	-20.854	1575.171	642.445	119.868	85.106	640.706	-195.802	987.284	727.083	112.531	1544.228	724.122	-152.552	1540.242	645.937	-152.989	84.067	820.753	-274.497	24.084	693.158	-217.150	101.740	695.879	173.203	104.083	724.211	-188.731	530.372	639.933	168.043	1002.126
342	3.41000	627.490	-20.979	1505.321	831.139	224.382	22.214	729.610	147.239	533.965	914.597	156.769	49.606	909.821	-214.033	55.362	1362.487	-20.849	1578.060	642.290	120.198	85.078	644.232	-195.895	986.801	726.554	112.187	1544.275	723.850	-153.142	1540.429	645.799	-153.331	83.917	820.782	-274.537	23.945	692.800	-217.633	101.485	695.495	173.595	103.987	721.649	-189.007	530.056	642.948	167.623	1001.786
343	3.42000	627.421	-21.490	1504.384	831.130	224.424	22.129	727.398	147.850	534.003	914.496	156.894	49.514	909.740	-214.125	55.304	1362.376	-20.830	1580.532	642.040	120.611	84.971	647.539	-196.165	986.011	726.084	111.801	1544.142	723.645	-153.644	1540.299	645.475	-153.802	83.653	820.775	-274.636	23.969	692.470	-217.975	101.170	695.203	173.979	103.832	719.600	-189.279	529.453	645.655	167.166	1001.216
344	3.43000	627.526	-22.080	1503.323	831.148	224.470	22.051	725.844	148.395	534.028	914.344	156.974	49.459	909.667	-214.214	55.185	1362.217	-20.828	1582.792	642.000	120.972	84.912	650.623	-196.517	984.997	725.725	111.356	1543.883	723.472	-154.255	1539.948	645.164	-154.138	83.332	820.789	-274.671	23.814	692.179	-218.266	100.822	694.964	174.358	103.630	718.148	-189.634	529.180	648.055	166.694	1000.453
345	3.44000	627.693	-22.691	1502.308	831.151	224.506	21.999	725.038	148.824	533.959	914.238	157.029	49.417	909.642	-214.264	55.085	1361.985	-20.816	1584.723	641.906	121.191	84.749	653.550	-196.972	983.832	725.448	110.927	1543.414	723.344	-154.838	1539.479	644.915	-154.353	83.039	820.813	-274.693	23.675	692.033	-218.410	100.559	694.758	174.630	103.421	717.328	-189.948	528.754	650.169	166.286	999.562
346	3.45000	627.857	-23.329	1501.379	831.153	224.523	21.935	725.000	149.034	533.824	914.222	157.063	49.385	909.641	-214.302	54.975	1361.720	-20.829	1586.461	641.843	121.269	84.531	656.054	-197.525	982.609	725.179	110.443	1543.043	723.270	-155.478	1538.965	644.917	-154.358	82.836	820.855	-274.713	23.691	691.925	-218.562	100.373	694.687	174.755	103.226	716.876	-190.105	528.258	652.063	165.976	998.712
347	3.46000	628.083	-23.983	1500.587	831.165	224.530	21.962	725.650	148.955	533.592	914.223	157.074	49.328	909.678	-214.356	54.864	1361.371	-20.831	1587.869	641.835	121.234	84.353	658.215	-197.991	981.404	724.943	109.937	1542.635	723.223	-156.062	1538.403	645.023	-154.285	82.722	820.840	-274.736	23.552	691.884	-218.499	100.115	694.713	174.704	103.107	716.894	-190.259	528.045	653.813	165.653	997.821
348	3.47000	628.221	-24.523	1499.875	831.158	224.506	21.921	726.880	148.558	533.357	914.260	157.020	49.275	909.702	-214.391	54.776	1361.130	-21.136	1588.245	641.864	121.052	84.206	660.064	-198.375	980.390	724.763	109.501	1542.316	723.224	-156.729	1538.004	645.144	-154.155	82.626	820.818	-274.755	23.591	691.879	-218.462	100.056	694.796	174.515	103.038	717.255	-190.346	527.931	655.434	165.368	997.006
349	3.48000	628.360	-25.141	1499.506	831.160	224.486	21.992	728.439	147.979	533.171	914.366	157.012	49.255	909.745	-214.399	54.702	1360.724	-21.155	1589.001	641.908	120.852	84.163	661.696	-198.677	979.577	724.595	109.048	1542.227	723.206	-157.374	1537.723	645.195	-154.084	82.628	820.836	-274.794	23.654	691.917	-218.313	100.038	694.925	174.252	103.044	717.744	-190.303	527.812	656.935	165.090	996.275
350	3.49000	628.330	-25.639	1499.333	831.140	224.468	21.978	730.128	147.374	533.154	914.458	156.979	49.258	909.782	-214.401	54.657	1360.416	-21.208	1589.534	641.978	120.640	84.173	663.103	-198.778	979.042	724.428	108.668	1542.207	723.187	-157.948	1537.596	645.211	-153.979	82.655	820.855	-274.766	23.627	691.997	-218.153	100.172	695.111	173.953	103.052	718.543	-190.332	527.856	658.345	164.832	995.759
351	3.50000	628.231	-26.124	1499.356	831.139	224.459	22.028	731.859	146.821	533.247	914.509	156.970	49.263	909.855	-214.402	54.581	1360.874	-25.739	1588.306	642.048	120.465	84.237	664.257	-198.758	978.720	724.194	108.291	1542.381	723.167	-158.515	1537.535	645.285	-153.884	82.767	820.863	-274.733	23.647	692.116	-218.050	100.243	695.307	173.692	103.134	719.577	-190.484	528.094	659.651	164.539	995.441
