NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:19:43.755	2063631.96175450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
175	1.74000	814.093	282.106	33.266	699.387	-183.817	92.977	482.627	-191.298	790.727	737.129	21.419	1219.055	686.045	215.853	95.410	837.977	245.676	500.615	833.544	-128.715	1170.694	893.522	221.891	80.055	630.921	164.466	75.324	829.170	-229.312	25.987	816.057	182.978	1172.289	640.958	-127.294	75.809	846.993	-216.085	497.434	464.929	209.491	800.204	906.784	-161.254	67.824
176	1.75000	813.925	282.308	33.248	699.196	-183.589	92.741	479.317	-191.405	784.262	737.053	21.682	1209.725	685.948	215.847	95.324	838.139	246.988	500.253	833.549	-128.377	1160.768	893.374	222.295	80.269	630.940	164.403	75.287	828.961	-229.501	25.904	815.661	183.521	1162.232	640.954	-127.207	75.767	846.891	-217.613	496.870	462.432	208.603	793.202	906.563	-161.776	68.141
177	1.76000	813.796	282.492	33.126	699.048	-183.662	92.801	476.247	-191.309	777.810	736.887	21.933	1200.630	685.838	215.842	95.252	838.135	248.347	499.868	833.417	-128.085	1151.280	893.228	222.672	80.448	630.925	164.358	75.230	828.778	-229.679	25.966	815.142	183.991	1152.496	640.902	-127.108	75.700	846.802	-219.170	496.329	459.843	208.131	786.642	906.378	-162.197	68.387
178	1.77000	813.692	282.660	33.012	698.881	-183.532	92.671	473.414	-191.209	771.674	736.533	22.202	1191.868	685.774	215.907	95.186	838.085	249.782	499.565	833.140	-127.621	1141.964	893.104	223.027	80.658	630.914	164.363	75.219	828.575	-230.016	26.067	814.518	184.425	1143.136	640.908	-126.974	75.671	846.591	-220.795	495.998	456.877	208.241	780.458	906.176	-162.748	68.606
179	1.78000	813.561	282.816	32.906	698.782	-183.516	92.617	470.728	-191.126	765.757	736.067	22.411	1183.334	685.662	215.874	95.078	837.869	251.258	499.309	832.729	-127.241	1133.116	892.979	223.358	80.772	630.851	164.601	75.178	828.372	-230.252	26.068	813.714	184.784	1134.116	640.933	-126.869	75.641	846.254	-221.776	495.107	453.641	208.426	774.488	906.093	-163.325	68.751
180	1.79000	813.439	282.992	32.753	698.740	-183.487	92.538	468.021	-191.046	759.970	735.459	22.660	1175.119	685.522	215.969	94.990	837.615	252.715	499.160	832.122	-126.774	1124.401	892.800	223.858	80.950	630.831	164.593	75.179	828.239	-230.486	26.030	812.777	185.068	1125.415	640.989	-126.775	75.629	845.934	-224.241	495.490	450.463	208.316	768.421	905.982	-163.803	68.901
181	1.80000	813.303	283.249	32.655	698.645	-183.552	92.535	465.304	-191.043	754.235	734.637	22.882	1167.180	685.355	216.127	95.008	837.270	254.064	499.011	831.350	-126.413	1116.211	892.637	224.268	81.145	630.819	164.654	75.194	828.078	-230.803	26.160	811.675	185.349	1117.041	641.027	-126.646	75.687	845.605	-225.833	495.231	447.354	208.275	762.376	905.916	-164.281	68.986
182	1.81000	813.241	283.410	32.434	698.595	-183.435	92.341	462.807	-191.158	748.557	733.638	23.135	1159.507	685.242	216.273	94.997	836.901	255.341	498.945	830.403	-126.008	1108.322	892.514	224.615	81.232	630.821	164.730	75.224	827.966	-230.978	26.054	810.464	185.601	1109.045	641.027	-126.541	75.700	845.159	-226.870	494.459	444.290	208.407	756.482	905.869	-164.697	69.014
183	1.82000	813.285	283.436	32.129	698.557	-183.475	92.378	460.350	-191.303	742.964	732.443	23.366	1152.098	685.216	216.396	94.916	836.495	256.435	498.926	829.236	-125.704	1100.855	892.533	224.775	81.174	630.866	164.871	75.299	827.804	-231.106	25.937	809.115	185.817	1101.323	641.075	-126.430	75.677	844.884	-229.009	494.917	441.264	208.415	750.694	905.851	-165.024	69.072
184	1.83000	813.367	283.424	31.781	698.538	-183.463	92.328	457.856	-191.403	737.273	731.068	23.631	1145.010	685.207	216.503	94.783	836.065	257.429	498.905	827.933	-125.336	1093.658	892.618	224.850	81.071	630.924	164.971	75.338	827.631	-231.252	25.973	807.689	186.053	1093.933	641.138	-126.314	75.707	844.474	-229.370	493.946	438.329	208.354	745.115	905.827	-165.382	69.100
185	1.84000	813.414	283.484	31.482	698.521	-183.568	92.331	455.401	-191.425	731.366	729.477	23.949	1138.105	685.195	216.571	94.700	835.585	258.303	498.886	826.433	-124.969	1086.830	892.680	225.009	80.962	630.974	165.042	75.366	827.594	-231.410	25.876	806.124	186.299	1086.808	641.186	-126.256	75.719	844.121	-230.398	493.766	435.508	208.241	739.687	905.883	-165.742	69.019
186	1.85000	813.431	283.527	31.283	698.563	-183.661	92.323	453.074	-191.442	725.520	727.757	24.248	1131.523	685.184	216.685	94.691	835.084	259.130	498.913	824.755	-124.681	1080.336	892.693	225.193	80.915	631.028	165.124	75.445	827.581	-231.463	25.794	804.445	186.515	1079.923	641.247	-126.127	75.676	843.739	-231.336	493.678	432.838	208.080	734.413	905.933	-165.903	68.918
187	1.86000	813.463	283.573	31.087	698.865	-181.269	90.009	450.790	-191.553	719.831	725.814	24.526	1125.166	685.150	216.737	94.599	834.507	259.833	498.895	822.959	-124.378	1074.132	892.717	225.285	80.845	631.061	165.186	75.470	827.604	-231.540	25.827	802.643	186.743	1073.378	641.317	-125.811	75.611	843.314	-231.959	493.535	430.197	207.886	729.224	906.044	-166.023	68.824
188	1.87000	813.483	283.587	30.953	698.942	-181.124	89.855	448.416	-191.674	714.334	723.778	24.783	1119.059	685.097	216.828	94.600	833.839	260.411	498.926	820.981	-124.107	1068.283	892.732	225.381	80.833	631.068	165.239	75.496	827.625	-231.530	25.710	800.698	186.946	1067.065	641.371	-125.782	75.606	842.855	-232.438	493.459	427.600	207.696	724.189	906.183	-166.115	68.619
189	1.88000	813.482	283.615	30.826	699.175	-180.149	89.017	445.906	-191.769	709.187	721.614	24.994	1113.177	685.049	216.851	94.557	833.153	260.821	498.971	818.867	-123.830	1062.644	892.696	225.458	80.890	631.083	165.240	75.487	827.632	-231.502	25.682	798.623	187.042	1061.060	641.432	-125.697	75.620	842.359	-232.973	493.426	424.976	207.525	719.271	906.268	-166.129	68.536
190	1.89000	813.503	283.565	30.780	699.180	-180.155	89.022	443.439	-191.664	704.254	719.276	25.202	1107.539	684.943	216.874	94.599	832.354	261.124	499.076	816.685	-123.597	1057.339	892.657	225.442	80.958	631.050	165.262	75.487	827.658	-231.503	25.713	796.392	187.131	1055.354	641.476	-125.655	75.556	841.944	-233.296	493.435	422.350	207.373	714.489	906.345	-166.145	68.482
191	1.90000	813.559	283.481	30.841	699.212	-180.190	88.993	441.047	-191.516	699.562	716.826	25.425	1102.143	684.876	216.871	94.586	831.566	261.336	499.261	814.339	-123.383	1052.332	892.605	225.320	81.070	631.016	165.278	75.460	827.698	-231.567	25.752	794.100	187.203	1049.959	641.500	-125.642	75.554	841.301	-233.550	493.399	419.672	207.167	709.833	906.408	-166.171	68.404
192	1.91000	813.596	283.436	30.945	699.212	-180.149	88.931	438.742	-191.318	694.905	714.238	25.593	1096.978	684.726	216.866	94.610	830.687	261.455	499.470	811.896	-123.180	1047.618	892.515	225.258	81.272	630.952	165.310	75.489	827.686	-231.528	25.717	791.685	187.242	1044.768	641.514	-125.593	75.588	840.711	-233.825	493.475	416.966	206.932	705.314	906.492	-166.145	68.368
193	1.92000	813.569	283.399	31.075	699.226	-180.235	88.933	436.437	-191.186	690.336	711.475	25.848	1092.154	684.554	216.832	94.622	829.739	261.498	499.690	809.284	-122.979	1043.115	892.395	225.169	81.490	630.878	165.293	75.480	827.752	-231.539	25.671	789.193	187.295	1039.850	641.549	-125.589	75.546	839.992	-233.991	493.636	414.234	206.641	700.894	906.568	-166.182	68.324
194	1.93000	813.587	283.340	31.226	699.245	-180.211	88.865	434.133	-191.036	685.819	708.656	25.935	1087.469	684.386	216.786	94.646	828.757	261.530	499.896	806.569	-122.783	1038.923	892.293	225.008	81.745	630.789	165.279	75.468	827.759	-231.542	25.654	786.601	187.298	1035.145	641.586	-125.572	75.509	839.224	-234.127	493.821	411.482	206.351	696.540	906.656	-166.175	68.241
195	1.94000	813.609	283.250	31.346	699.253	-180.203	88.787	431.853	-190.913	681.295	705.563	26.112	1083.123	684.260	216.787	94.632	827.744	261.418	500.141	803.650	-122.653	1034.981	892.243	224.892	81.981	630.729	165.267	75.438	827.780	-231.497	25.655	783.876	187.290	1030.717	641.629	-125.576	75.515	838.425	-234.209	493.994	408.708	206.058	692.249	906.737	-166.144	68.185
196	1.95000	813.653	283.197	31.317	699.235	-180.223	88.690	429.542	-190.715	676.832	702.407	26.216	1078.980	684.216	216.751	94.560	826.717	261.220	500.388	800.617	-122.553	1031.285	892.242	224.814	81.995	630.757	165.275	75.390	827.787	-231.553	25.650	781.083	187.261	1026.584	641.664	-125.548	75.540	837.513	-234.182	494.129	405.928	205.830	687.950	906.814	-166.187	68.198
197	1.96000	813.720	283.140	31.380	699.220	-180.354	88.673	427.251	-190.400	672.458	699.037	26.306	1075.055	684.220	216.745	94.555	825.646	260.962	500.647	797.436	-122.460	1027.821	892.274	224.675	82.044	630.784	165.276	75.391	827.820	-231.497	25.599	778.127	187.217	1022.726	641.686	-125.558	75.478	836.503	-234.181	494.427	403.119	205.664	683.668	906.825	-166.196	68.243
198	1.97000	813.775	283.015	31.548	699.163	-180.328	88.617	424.842	-189.989	668.317	695.565	26.402	1071.439	684.153	216.738	94.586	824.526	260.636	501.010	794.014	-122.370	1024.662	892.267	224.492	82.283	630.747	165.238	75.365	827.808	-231.493	25.681	775.076	187.181	1019.118	641.648	-125.543	75.378	835.658	-233.755	494.601	400.304	205.527	679.477	906.833	-166.202	68.330
199	1.98000	813.808	282.909	31.741	699.098	-180.346	88.608	422.164	-188.681	663.641	691.809	26.474	1068.121	684.050	216.682	94.622	823.144	260.726	501.031	790.559	-122.304	1021.788	892.202	224.325	82.599	630.687	165.231	75.326	827.833	-231.506	25.744	771.892	187.096	1015.885	641.619	-125.529	75.309	834.487	-234.368	495.514	397.463	205.382	675.435	906.821	-166.220	68.534
200	1.99000	813.833	282.822	31.963	698.985	-180.330	88.548	419.431	-188.687	659.968	687.982	26.545	1065.037	683.912	216.605	94.618	821.849	260.424	501.398	786.919	-122.287	1019.258	892.109	224.091	82.886	630.584	165.219	75.279	827.798	-231.491	25.829	768.560	187.003	1013.010	641.588	-125.476	75.237	833.239	-233.258	495.226	394.623	205.228	671.450	906.777	-166.246	68.771
201	2.00000	813.877	282.681	32.299	698.849	-180.386	88.563	416.546	-188.864	656.289	683.944	26.518	1062.200	683.746	216.519	94.615	820.454	260.123	501.764	783.158	-122.269	1017.103	892.041	223.813	83.369	630.444	165.194	75.204	827.754	-231.459	26.041	765.148	186.860	1010.475	641.544	-125.445	75.171	831.870	-232.996	495.627	391.778	205.030	667.632	906.694	-166.261	69.085
202	2.01000	813.901	282.557	32.687	698.666	-180.307	88.573	413.604	-189.060	652.709	679.839	26.446	1059.606	683.518	216.470	94.675	818.984	259.851	502.227	779.255	-122.213	1015.142	891.868	223.593	83.879	630.301	165.163	75.137	827.692	-231.474	26.316	761.601	186.674	1008.315	641.489	-125.426	75.117	830.345	-232.712	496.078	388.902	204.890	663.966	906.574	-166.304	69.477
203	2.02000	813.924	282.405	33.015	698.465	-180.213	88.565	410.579	-189.113	649.188	675.349	26.414	1057.332	683.239	216.446	94.699	817.456	259.595	502.739	775.435	-121.866	1013.348	891.722	223.271	84.485	630.151	165.191	75.056	827.612	-231.537	26.631	757.950	186.461	1006.476	641.394	-125.375	74.992	828.703	-232.415	496.475	386.045	204.743	660.424	906.467	-166.312	69.980
204	2.03000	813.970	282.228	33.456	698.207	-180.123	88.524	407.499	-189.171	645.759	670.756	26.400	1055.353	682.991	216.424	94.775	815.801	259.381	503.282	771.160	-121.829	1012.156	891.530	222.949	85.117	629.992	165.248	75.001	827.575	-231.564	26.935	754.182	186.187	1004.929	641.313	-125.300	74.954	826.944	-232.267	496.919	383.143	204.653	657.023	906.317	-166.326	70.454
205	2.04000	814.000	282.058	33.862	697.991	-180.110	88.522	404.283	-189.189	642.447	665.921	26.376	1053.613	682.704	216.337	94.794	814.060	259.208	503.825	766.741	-121.826	1011.272	891.285	222.693	85.867	629.811	165.275	74.972	827.464	-231.523	27.293	750.284	185.903	1003.645	641.195	-125.264	74.799	825.144	-232.174	497.407	380.173	204.609	653.705	906.168	-166.356	70.968
206	2.05000	813.998	281.866	34.357	697.809	-180.016	88.412	401.038	-189.323	639.103	660.769	26.321	1052.148	682.378	216.318	94.833	812.297	259.088	504.406	762.050	-121.773	1010.636	891.044	222.397	86.592	629.600	165.273	74.888	827.431	-231.598	27.572	746.232	185.556	1002.745	641.109	-125.176	74.699	823.223	-232.179	497.833	377.181	204.587	650.404	906.043	-166.444	71.515
207	2.06000	814.015	281.762	34.748	697.534	-179.969	88.300	397.869	-189.388	635.959	655.415	26.233	1050.878	682.062	216.345	94.905	810.471	259.114	505.018	757.043	-121.733	1010.223	890.831	222.116	87.321	629.403	165.285	74.845	827.321	-231.640	27.822	742.036	185.198	1002.062	640.978	-125.211	74.609	821.245	-232.360	498.328	374.164	204.580	647.135	905.886	-166.546	71.970
208	2.07000	814.001	281.659	35.090	697.226	-180.044	88.283	394.686	-189.413	632.898	649.910	26.532	1049.467	681.834	216.409	94.960	808.557	259.182	505.559	751.832	-121.713	1010.117	890.648	221.977	87.966	629.268	165.330	74.782	827.241	-231.653	28.172	737.629	184.840	1001.637	640.842	-125.219	74.514	819.163	-232.601	498.684	371.101	204.623	643.819	905.718	-166.633	72.561
209	2.08000	813.986	281.581	35.371	696.962	-180.134	88.320	391.686	-190.392	630.872	643.950	26.426	1048.566	681.631	216.421	94.964	806.665	259.405	506.134	746.328	-121.729	1010.220	890.494	221.915	88.512	629.173	165.363	74.765	827.171	-231.713	28.496	732.975	184.450	1001.503	640.707	-125.230	74.405	817.082	-232.828	499.131	368.018	204.651	640.407	905.560	-166.826	73.135
210	2.09000	813.988	281.529	35.651	696.713	-180.420	88.374	388.493	-190.336	628.055	637.663	26.418	1047.831	681.421	216.471	94.989	804.719	259.612	506.649	740.541	-121.721	1010.587	890.377	221.797	89.035	629.033	165.383	74.738	827.081	-231.786	28.665	727.972	184.031	1001.618	640.602	-125.337	74.361	814.942	-233.107	499.648	364.897	204.725	636.940	905.405	-166.968	73.670
211	2.10000	813.985	281.463	35.917	696.459	-180.638	88.430	385.240	-190.250	625.286	631.124	26.349	1047.250	681.165	216.499	95.025	802.794	259.903	507.172	734.422	-121.742	1011.103	890.199	221.656	89.613	628.913	165.411	74.707	827.040	-231.893	28.976	722.628	183.598	1001.884	640.497	-125.374	74.285	812.906	-233.352	500.110	361.758	204.787	633.398	905.231	-167.100	74.198
212	2.11000	813.970	281.381	36.246	696.188	-180.577	88.308	382.099	-190.129	622.461	624.355	26.258	1046.739	680.967	216.607	95.066	800.862	260.209	507.660	728.056	-121.802	1011.793	890.074	221.512	90.208	628.796	165.439	74.686	826.960	-231.910	29.266	716.830	183.156	1002.327	640.398	-125.375	74.227	810.803	-233.591	500.604	358.641	204.879	629.848	905.067	-167.184	74.802
213	2.12000	813.930	281.309	36.503	695.904	-180.514	88.234	378.880	-190.079	619.534	617.325	26.220	1046.408	680.769	216.671	95.116	799.002	260.477	508.152	721.308	-121.852	1012.665	889.933	221.421	90.748	628.666	165.454	74.680	826.903	-231.850	29.611	710.662	182.729	1002.973	640.292	-125.419	74.161	808.769	-233.659	501.046	355.546	205.019	626.364	904.900	-167.159	75.432
214	2.13000	813.924	281.276	36.766	695.628	-180.677	88.323	375.591	-190.350	616.776	609.990	26.210	1046.184	680.587	216.785	95.160	797.141	260.683	508.626	714.273	-121.895	1013.628	889.789	221.413	91.395	628.584	165.506	74.693	826.840	-231.862	30.184	704.034	182.328	1003.753	640.096	-125.446	74.100	806.680	-233.741	501.538	352.496	205.136	622.909	904.723	-167.137	76.169
215	2.14000	813.921	281.206	36.924	695.356	-180.589	88.387	372.338	-190.885	614.035	602.294	26.212	1045.911	680.409	216.814	95.047	795.305	260.892	509.081	706.878	-121.932	1014.720	889.681	221.343	91.851	628.468	165.556	74.712	826.729	-231.895	30.634	697.071	181.999	1004.638	639.887	-125.444	74.022	804.682	-233.657	501.999	349.494	205.327	619.553	904.446	-167.037	76.919
216	2.15000	813.981	281.111	37.095	695.041	-180.487	88.383	369.296	-190.375	609.972	594.283	26.203	1045.634	680.278	216.985	95.105	793.577	261.039	509.526	699.167	-121.967	1015.890	889.663	221.232	92.338	628.363	165.694	74.705	826.654	-231.835	31.154	689.761	181.704	1005.620	639.668	-125.365	73.938	802.691	-233.535	502.499	346.574	205.517	616.149	904.170	-166.967	77.614
217	2.16000	814.055	280.980	37.258	694.724	-180.411	88.462	365.908	-190.153	606.311	585.809	26.204	1045.274	680.117	217.169	95.143	791.872	261.162	509.997	691.035	-121.993	1017.089	889.606	221.086	92.837	628.218	165.832	74.740	826.539	-231.739	31.760	682.111	181.459	1006.631	639.495	-125.261	73.889	800.694	-233.295	502.941	343.691	205.723	612.747	903.972	-166.832	78.380
218	2.17000	814.099	280.861	37.401	694.472	-180.335	88.623	362.531	-190.001	602.476	577.021	26.184	1044.831	679.985	217.263	95.138	790.233	261.276	510.445	682.578	-122.030	1018.286	889.570	220.921	93.339	628.034	166.016	74.826	826.459	-231.621	32.261	674.170	181.254	1007.666	639.352	-125.208	73.856	798.796	-233.000	503.453	340.820	205.897	609.234	903.749	-166.623	79.098
219	2.18000	814.165	280.733	37.574	694.237	-180.220	88.772	359.168	-189.775	598.452	567.869	26.146	1044.322	679.847	217.387	95.181	788.602	261.390	510.942	673.832	-122.087	1019.515	889.511	220.732	93.755	627.855	166.136	74.874	826.403	-231.510	32.922	665.911	181.072	1008.681	639.157	-125.140	73.769	796.995	-232.678	504.100	337.931	206.097	605.534	903.485	-166.402	79.766
220	2.19000	814.233	280.637	37.792	694.069	-180.184	88.883	355.752	-189.550	594.380	558.408	26.181	1043.694	679.726	217.479	95.227	787.054	261.490	511.361	664.717	-122.150	1020.715	889.473	220.531	94.239	627.699	166.149	74.883	826.353	-231.530	33.532	657.393	180.914	1009.677	639.018	-125.041	73.679	795.255	-232.311	504.693	335.025	206.306	601.692	903.357	-166.288	80.346
221	2.20000	814.253	280.512	38.010	693.910	-180.059	88.875	352.374	-189.355	590.276	548.654	26.115	1043.018	679.580	217.611	95.315	785.487	261.600	511.807	655.347	-122.267	1021.891	889.397	220.391	94.665	627.697	166.058	74.680	826.302	-231.559	33.859	648.641	180.779	1010.747	638.947	-125.010	73.622	793.531	-231.938	505.237	332.015	206.543	597.685	903.255	-166.238	80.862
222	2.21000	814.277	280.345	38.266	693.747	-180.108	88.993	349.102	-189.248	586.219	538.676	26.030	1042.368	679.385	217.665	95.334	783.916	261.686	512.271	645.720	-122.478	1022.965	889.297	220.124	95.183	627.512	166.105	74.708	826.186	-231.483	34.184	639.685	180.659	1011.857	638.883	-124.928	73.597	792.148	-232.594	506.672	328.966	206.814	593.749	903.125	-166.254	81.372
223	2.22000	814.305	280.145	38.656	693.591	-180.131	89.088	345.955	-189.281	582.457	528.624	25.854	1041.795	679.110	217.663	95.396	782.344	261.780	512.763	636.086	-122.811	1024.110	889.121	219.788	95.761	627.232	166.188	74.693	826.147	-231.513	34.691	630.610	180.633	1013.062	638.746	-124.939	73.548	790.557	-232.329	507.201	325.911	207.065	590.130	902.980	-166.208	81.945
224	2.23000	814.307	279.906	39.088	693.223	-182.119	90.748	343.037	-189.416	579.269	518.613	25.649	1041.592	678.769	217.643	95.510	780.889	261.561	513.573	626.487	-123.331	1025.392	888.890	219.409	96.412	626.921	166.227	74.682	826.136	-231.500	35.030	621.492	180.738	1014.511	638.561	-124.990	73.549	788.915	-232.079	507.661	322.902	207.243	587.127	902.837	-166.136	82.494
225	2.24000	814.286	279.687	39.576	692.998	-182.387	90.996	340.417	-189.593	576.886	508.836	25.439	1041.852	678.386	217.724	95.742	779.035	262.062	513.847	617.105	-123.969	1026.852	888.604	219.036	97.136	626.581	166.207	74.699	826.093	-231.472	35.629	612.560	180.989	1016.182	638.388	-125.032	73.549	787.436	-231.980	508.282	319.977	207.318	584.959	902.613	-166.009	83.122
226	2.25000	814.211	279.590	39.977	692.661	-182.535	91.147	337.911	-189.726	575.451	499.406	25.218	1042.730	678.009	217.760	95.933	777.574	261.920	514.886	608.074	-124.664	1028.562	888.320	218.878	97.708	626.205	166.335	74.778	825.955	-231.492	36.001	603.913	181.407	1018.168	638.172	-125.115	73.553	785.813	-231.957	508.757	317.048	207.246	583.831	902.336	-165.916	83.843
227	2.26000	814.128	279.586	40.216	692.242	-182.729	91.463	335.321	-189.960	574.958	490.488	25.026	1044.280	677.628	217.805	96.124	775.938	262.119	515.633	599.427	-125.360	1030.544	888.131	218.796	97.958	625.870	166.422	74.927	825.863	-231.353	36.403	595.611	181.863	1020.462	637.786	-125.183	73.567	784.305	-232.078	509.284	314.159	206.974	583.467	902.032	-165.845	84.543
228	2.27000	814.124	279.648	39.917	691.876	-182.862	91.613	332.499	-189.954	575.010	482.210	24.765	1046.372	677.476	217.986	96.362	774.340	262.412	516.394	591.053	-125.947	1032.825	888.189	218.896	97.388	625.729	166.516	75.184	825.761	-231.300	36.696	587.574	182.251	1022.972	637.402	-125.308	73.631	782.704	-231.231	509.023	311.391	206.584	583.327	901.815	-165.695	84.979
229	2.28000	814.256	279.716	39.136	691.576	-182.928	91.662	329.734	-189.578	575.239	474.382	24.422	1048.792	677.705	218.390	96.549	772.677	262.761	517.169	582.846	-126.352	1035.268	888.675	219.054	96.061	625.825	166.656	75.499	825.767	-231.294	36.753	579.612	182.449	1025.643	637.127	-125.520	73.710	781.314	-231.367	509.425	308.757	206.222	583.167	901.742	-165.524	85.048
230	2.29000	814.402	279.822	38.468	691.478	-183.116	91.776	327.139	-188.921	575.460	466.705	24.209	1051.267	677.996	218.682	96.605	771.106	263.103	517.736	574.702	-126.649	1037.900	889.168	219.225	94.865	625.994	166.777	75.784	825.902	-231.176	36.505	571.490	182.466	1028.489	636.997	-125.714	73.894	779.923	-231.533	510.022	306.244	205.910	582.766	901.861	-165.382	84.804
231	2.30000	814.394	279.917	38.279	691.509	-183.220	91.750	324.678	-188.159	575.455	458.926	24.305	1053.684	678.038	218.891	96.679	769.689	263.461	518.234	566.504	-126.802	1040.565	889.233	219.415	94.506	625.967	166.796	75.916	826.047	-231.057	36.204	563.154	182.300	1031.404	637.020	-125.885	74.087	778.843	-232.588	511.407	303.832	205.702	581.959	902.177	-165.149	84.544
232	2.31000	814.248	280.040	38.350	691.490	-183.323	91.829	322.368	-187.640	574.881	450.982	24.538	1055.844	677.834	218.994	96.825	768.322	263.864	518.710	558.155	-126.851	1043.273	888.985	219.697	94.573	625.737	166.747	76.013	826.172	-230.874	36.063	554.558	182.097	1034.344	637.029	-125.931	74.267	777.725	-232.551	511.749	301.532	205.696	580.804	902.282	-164.941	84.435
233	2.32000	814.116	280.158	38.462	691.384	-183.378	91.932	320.200	-187.585	573.757	442.659	24.815	1057.711	677.572	219.128	97.030	767.073	264.213	519.173	549.566	-126.876	1045.898	888.800	219.990	94.630	625.436	166.881	76.099	826.240	-230.748	36.026	545.707	181.893	1037.189	636.935	-125.959	74.368	776.826	-232.518	512.150	299.374	205.791	579.381	902.286	-164.842	84.448
234	2.33000	814.061	280.240	38.454	691.275	-183.392	91.964	318.410	-187.847	572.181	433.819	24.747	1059.217	677.415	219.373	97.199	765.902	264.555	519.647	540.855	-126.910	1048.372	888.805	220.172	94.556	625.260	166.968	76.239	826.267	-230.788	35.935	536.650	181.726	1039.997	636.814	-126.035	74.445	775.853	-231.471	511.617	297.383	205.953	577.830	902.268	-164.792	84.381
235	2.34000	814.077	280.345	38.200	691.210	-183.459	92.078	316.852	-188.219	570.554	424.678	24.452	1060.140	677.422	219.630	97.371	764.783	264.945	520.206	532.054	-127.019	1050.641	888.974	220.384	94.176	625.212	167.110	76.412	826.301	-230.735	35.898	527.432	181.610	1042.588	636.701	-126.149	74.529	775.159	-231.428	512.064	295.637	206.149	576.193	902.279	-164.808	84.343
236	2.35000	814.111	280.472	37.775	691.147	-183.512	92.237	315.491	-188.519	569.137	415.469	24.054	1060.644	677.518	219.918	97.443	763.717	265.332	520.675	523.138	-127.139	1052.682	889.209	220.647	93.588	625.254	167.297	76.593	826.313	-230.733	35.978	518.123	181.569	1044.986	636.635	-126.175	74.590	774.653	-232.196	513.377	293.922	206.346	574.646	902.287	-164.772	84.447
237	2.36000	814.172	280.634	37.130	691.093	-183.497	92.346	314.219	-188.759	567.839	406.295	23.688	1060.927	677.710	220.364	97.593	762.779	265.725	521.076	514.230	-127.371	1054.491	889.462	220.952	92.720	625.341	167.479	76.827	826.322	-230.659	36.040	508.790	181.586	1047.157	636.602	-126.143	74.691	774.033	-232.091	513.744	292.271	206.440	573.171	902.258	-164.660	84.534
238	2.37000	814.292	280.804	36.166	691.037	-183.503	92.414	312.985	-188.899	566.695	397.316	23.393	1060.932	677.991	220.738	97.562	761.885	266.165	521.444	505.402	-127.643	1056.088	889.936	221.206	91.262	625.590	167.686	77.185	826.288	-230.642	36.136	499.507	181.609	1049.111	636.587	-126.156	74.779	773.531	-231.938	514.008	290.618	206.531	571.827	902.259	-164.550	84.519
239	2.38000	814.530	280.961	34.746	691.026	-183.543	92.538	311.901	-188.876	565.579	388.511	23.153	1060.655	678.542	221.290	97.589	761.001	266.641	521.744	496.734	-127.996	1057.386	890.680	221.373	89.123	626.049	167.864	77.559	826.278	-230.692	36.139	490.357	181.678	1050.794	636.488	-126.181	74.898	772.810	-231.066	513.416	289.072	206.608	570.652	902.238	-164.504	84.399
240	2.39000	814.915	281.024	33.095	691.055	-183.579	92.615	311.018	-188.760	564.423	379.950	22.872	1060.176	679.337	221.842	97.497	760.167	267.152	522.014	488.276	-128.409	1058.483	891.660	221.445	86.501	626.676	168.023	78.044	826.273	-230.759	35.967	481.399	181.849	1052.200	636.512	-126.216	75.006	772.518	-232.051	514.518	287.596	206.631	569.497	902.329	-164.650	84.059
241	2.40000	815.256	281.046	31.780	691.144	-183.688	92.668	310.229	-188.643	563.328	371.627	22.586	1059.542	680.144	222.317	97.367	759.328	267.726	522.039	480.083	-128.854	1059.325	892.537	221.529	84.388	627.379	168.114	78.345	826.288	-230.908	35.684	472.659	182.053	1053.380	636.626	-126.271	75.158	771.986	-232.172	514.704	286.189	206.617	568.342	902.444	-164.801	83.595
