NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:19:43.755	2063631.96175450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
1705	17.04000	819.749	279.162	24.190	696.509	-168.839	90.073	416.429	-170.781	675.166	718.518	47.442	1061.974	691.444	218.821	93.464	831.358	255.932	501.280	817.214	-96.880	1025.063	901.132	216.575	65.828	634.764	166.737	77.743	818.552	-229.446	26.335	829.415	191.265	1026.044	639.719	-112.385	75.967	838.913	-198.119	497.498	396.667	225.100	688.476	902.592	-166.230	64.129
1706	17.05000	819.850	279.105	24.044	696.682	-168.732	90.170	420.067	-171.531	682.674	722.261	47.690	1069.240	691.757	218.737	93.438	833.183	255.072	501.001	820.677	-96.647	1032.225	901.376	216.394	65.235	634.844	166.760	77.855	818.570	-229.579	26.220	832.633	191.746	1032.887	639.777	-112.401	76.098	840.497	-197.350	497.233	400.482	225.133	695.134	902.744	-166.189	63.837
1707	17.06000	819.940	279.077	24.009	696.861	-168.689	90.299	423.444	-171.186	689.317	725.692	48.028	1077.032	692.093	218.798	93.582	834.844	254.199	500.743	823.953	-96.368	1039.954	901.613	216.256	64.750	634.950	166.821	77.940	818.600	-229.533	26.134	835.641	192.201	1040.346	639.858	-112.366	76.205	841.897	-195.889	496.376	404.367	224.562	701.427	902.898	-166.188	63.521
1708	17.07000	820.026	279.033	23.891	696.414	-171.900	93.216	426.682	-170.846	696.130	728.850	48.282	1085.253	692.368	218.839	93.600	836.328	253.366	500.614	826.914	-96.091	1048.241	901.851	216.042	64.251	635.005	166.934	78.083	818.623	-229.539	26.155	838.404	192.666	1048.324	639.898	-112.413	76.343	843.262	-196.065	497.064	408.353	223.767	707.636	902.994	-166.196	63.259
1709	17.08000	820.095	279.024	23.804	696.639	-171.707	93.237	429.925	-170.500	703.074	731.662	48.533	1093.921	692.577	218.854	93.620	837.655	252.587	500.600	829.650	-95.821	1056.987	902.086	215.963	63.739	635.042	166.996	78.211	818.647	-229.549	26.050	840.976	193.071	1056.813	639.931	-112.434	76.419	844.326	-195.492	496.921	412.019	223.911	714.647	903.051	-166.210	63.090
1710	17.09000	820.168	279.003	23.741	696.736	-172.084	93.705	433.154	-170.064	710.115	734.274	48.657	1102.998	692.757	218.943	93.701	838.819	251.822	500.642	832.242	-95.580	1066.201	902.289	215.784	63.224	635.091	167.136	78.292	818.628	-229.582	26.050	843.371	193.446	1065.794	639.923	-112.517	76.527	845.231	-195.017	496.937	415.707	223.971	721.775	903.088	-166.231	62.940
1711	17.10000	820.264	279.000	23.652	696.810	-171.900	93.613	436.423	-169.569	717.361	737.105	48.687	1111.924	693.037	219.053	93.781	839.772	251.085	500.774	834.563	-95.384	1075.805	902.535	215.648	62.738	635.140	167.191	78.405	818.685	-229.523	26.079	845.598	193.781	1075.223	639.983	-112.898	76.737	845.945	-194.536	497.047	419.420	223.933	729.145	903.102	-166.261	62.826
1712	17.11000	820.333	278.965	23.614	696.805	-171.804	93.534	439.813	-168.927	724.799	739.298	48.886	1121.656	693.261	219.152	93.833	840.497	250.354	500.959	836.684	-95.218	1085.823	902.734	215.560	62.273	635.195	167.272	78.550	818.698	-229.585	26.024	847.684	194.059	1085.148	639.943	-113.026	76.821	846.409	-194.093	497.141	423.028	223.814	736.761	903.093	-166.290	62.735
1713	17.12000	820.392	278.947	23.570	696.812	-171.963	93.744	443.332	-168.270	732.493	741.256	49.070	1131.727	693.397	219.243	93.945	841.013	249.558	501.236	838.668	-95.063	1096.262	902.849	215.491	61.921	635.194	167.386	78.651	818.688	-229.629	25.961	849.560	194.281	1095.469	639.963	-113.053	76.925	846.816	-193.540	497.360	426.643	223.620	744.601	903.087	-166.311	62.672
1714	17.13000	820.431	278.933	23.550	696.831	-172.143	93.987	446.942	-167.609	740.454	743.046	49.160	1142.048	693.474	219.314	94.063	841.411	248.737	501.480	840.381	-94.947	1107.011	902.957	215.397	61.631	635.200	167.454	78.750	818.710	-229.609	26.011	851.294	194.433	1106.178	639.946	-113.118	76.978	847.132	-193.018	497.695	430.258	223.369	752.592	903.066	-166.310	62.630
1715	17.14000	820.456	278.911	23.539	696.843	-172.107	93.997	450.570	-166.996	748.584	744.608	49.228	1152.653	693.580	219.388	94.156	841.593	247.939	501.763	841.935	-94.846	1118.051	903.037	215.282	61.328	635.190	167.522	78.833	818.736	-229.589	25.989	852.812	194.544	1117.336	639.915	-113.175	77.060	847.221	-191.646	497.315	433.889	223.040	760.642	903.048	-166.278	62.586
1716	17.15000	820.460	278.901	23.548	696.795	-172.145	94.084	454.213	-166.397	756.658	745.958	49.297	1163.496	693.733	219.418	94.219	841.592	247.092	502.053	843.327	-94.783	1129.341	903.128	215.216	61.117	635.217	167.498	78.877	818.736	-229.582	26.099	854.122	194.649	1128.767	639.893	-113.200	77.123	847.242	-190.908	497.534	437.507	222.665	768.775	903.009	-166.278	62.546
1717	17.16000	820.460	278.891	23.510	696.770	-172.276	94.233	457.896	-165.830	764.638	747.092	49.259	1174.580	693.818	219.415	94.295	841.444	246.229	502.424	844.540	-94.808	1140.954	903.201	215.212	60.895	635.230	167.447	78.937	818.758	-229.616	26.031	855.257	194.689	1140.541	639.886	-113.255	77.179	847.158	-190.282	497.993	441.175	222.237	776.845	903.022	-166.278	62.529
1718	17.17000	820.468	278.898	23.510	696.825	-172.301	94.330	461.677	-165.243	772.582	748.005	49.209	1185.778	693.904	219.409	94.333	841.159	245.287	502.718	845.568	-94.865	1152.720	903.268	215.132	60.678	635.233	167.430	78.945	818.759	-229.616	25.981	856.171	194.737	1152.557	639.861	-113.299	77.291	846.917	-190.385	498.978	444.869	221.788	784.914	903.013	-166.257	62.466
1719	17.18000	820.497	278.858	23.523	696.805	-172.428	94.488	465.496	-164.096	779.862	748.733	49.087	1197.182	693.956	219.497	94.477	840.737	244.322	503.112	846.433	-94.992	1164.699	903.317	215.040	60.378	635.435	167.109	79.139	818.766	-229.600	25.950	856.860	194.715	1164.861	639.845	-113.358	77.348	846.634	-189.752	499.445	448.655	221.383	792.957	903.035	-166.249	62.408
1720	17.19000	820.534	278.855	23.543	696.825	-172.440	94.536	469.442	-163.558	787.578	749.249	48.913	1208.698	694.039	219.582	94.561	840.237	243.416	503.630	847.123	-95.198	1176.841	903.377	214.917	60.013	635.392	167.205	79.215	818.787	-229.589	26.039	857.356	194.707	1177.353	639.833	-113.415	77.433	846.242	-189.012	499.959	452.488	221.016	800.932	903.064	-166.229	62.392
1721	17.20000	820.576	278.836	23.505	696.764	-172.530	94.635	473.534	-163.047	795.246	749.580	48.684	1220.301	694.150	219.684	94.670	839.638	242.533	504.224	847.585	-95.414	1189.097	903.445	214.751	59.646	635.432	167.289	79.377	818.787	-229.599	25.974	857.666	194.647	1190.092	639.822	-113.464	77.498	845.682	-188.106	500.451	456.403	220.663	808.768	903.035	-166.232	62.404
1722	17.21000	820.608	278.821	23.488	696.678	-172.535	94.650	477.714	-162.634	802.989	749.724	48.387	1232.013	694.205	219.774	94.783	838.904	241.780	504.942	847.936	-95.730	1201.507	903.478	214.723	59.328	635.458	167.336	79.496	818.761	-229.576	25.943	857.784	194.555	1202.913	639.781	-113.504	77.524	845.040	-187.295	500.945	460.348	220.333	816.544	902.996	-166.232	62.438
1723	17.22000	820.636	278.831	23.458	696.589	-172.602	94.772	481.836	-162.237	810.742	749.645	48.083	1243.755	694.234	219.913	94.983	838.005	241.087	505.657	848.085	-96.043	1214.071	903.510	214.674	59.091	635.475	167.378	79.571	818.779	-229.593	26.121	857.718	194.374	1215.866	639.743	-113.531	77.526	844.198	-185.803	500.897	464.336	219.991	824.268	902.951	-166.211	62.496
1724	17.23000	820.638	278.820	23.450	696.459	-172.735	94.907	486.087	-162.068	818.688	749.428	47.704	1255.555	694.086	219.751	94.842	836.954	240.495	506.400	848.014	-96.390	1226.671	903.536	214.604	58.872	635.455	167.449	79.665	818.773	-229.619	26.003	857.465	194.209	1228.884	639.691	-113.591	77.552	843.247	-185.934	502.177	468.427	219.638	831.946	902.893	-166.188	62.549
1725	17.24000	820.662	278.833	23.439	696.304	-172.738	94.914	490.304	-161.464	826.265	748.987	47.292	1267.303	694.242	219.869	95.162	835.706	239.946	507.105	847.755	-96.775	1239.271	903.539	214.573	58.787	635.480	167.486	79.726	818.770	-229.644	26.010	857.039	193.966	1241.983	639.668	-113.648	77.573	842.358	-184.805	502.574	472.598	219.261	839.660	902.875	-166.210	62.548
1726	17.25000	820.652	278.831	23.435	696.165	-172.778	94.972	494.594	-161.460	834.041	748.406	46.852	1279.051	694.178	220.012	95.353	834.369	239.431	507.843	847.340	-97.193	1251.948	903.535	214.572	58.711	635.450	167.524	79.785	818.768	-229.643	25.968	856.410	193.732	1255.133	639.622	-113.695	77.604	841.168	-183.039	502.193	476.889	218.783	847.341	902.871	-166.182	62.529
1727	17.26000	820.654	278.835	23.410	696.063	-172.951	95.150	499.243	-160.425	840.908	747.636	46.386	1290.736	694.033	220.111	95.474	832.862	238.958	508.589	846.802	-97.600	1264.601	903.498	214.594	58.674	635.441	167.547	79.832	818.775	-229.636	25.985	855.611	193.452	1268.252	639.609	-113.739	77.662	839.996	-182.247	502.846	481.222	218.311	855.031	902.889	-166.182	62.437
1728	17.27000	820.646	278.837	23.399	695.995	-173.050	95.209	503.744	-159.938	848.286	746.708	45.909	1302.354	693.912	220.193	95.552	831.274	238.451	509.312	846.119	-97.988	1277.224	903.477	214.592	58.638	635.395	167.594	79.918	818.781	-229.611	25.941	854.620	193.168	1281.398	639.608	-113.820	77.747	838.756	-181.397	503.521	485.679	217.871	862.610	902.939	-166.185	62.359
1729	17.28000	820.648	278.859	23.384	695.919	-172.999	95.207	508.384	-159.486	855.595	745.561	45.442	1313.863	693.743	220.314	95.673	829.601	237.956	510.107	845.280	-98.432	1289.766	903.472	214.636	58.645	635.357	167.648	79.948	818.778	-229.645	25.909	853.421	192.841	1294.480	639.616	-113.864	77.779	837.454	-180.642	504.285	490.255	217.471	870.046	902.999	-166.152	62.245
1730	17.29000	820.491	278.604	23.015	695.882	-173.115	95.368	513.155	-159.083	862.855	744.262	44.926	1325.229	693.583	220.429	95.802	827.846	237.410	510.874	844.294	-98.834	1302.266	903.467	214.656	58.577	635.357	167.676	80.019	818.817	-229.662	25.956	852.041	192.508	1307.563	639.616	-113.896	77.870	836.049	-179.811	505.044	494.921	217.113	877.320	903.032	-166.173	62.132
1731	17.30000	820.804	278.244	22.965	695.761	-173.197	95.518	518.136	-158.684	870.063	742.803	44.402	1336.491	693.446	220.520	95.935	826.010	236.809	511.695	843.185	-99.271	1314.627	903.473	214.714	58.523	635.320	167.699	80.071	818.827	-229.635	25.927	850.486	192.169	1320.493	639.634	-113.930	77.891	834.579	-179.001	505.634	499.689	216.711	884.464	903.090	-166.161	62.037
1732	17.31000	820.890	278.187	22.944	695.647	-173.248	95.591	523.235	-158.288	877.032	741.389	44.290	1347.292	693.347	220.632	96.097	824.122	236.128	512.533	842.060	-99.489	1326.697	903.528	214.729	58.473	635.313	167.740	80.206	818.819	-229.597	25.854	848.729	191.794	1333.331	639.615	-113.949	77.971	833.074	-178.071	506.417	504.587	216.318	891.499	903.140	-166.185	61.953
1733	17.32000	820.915	278.204	22.929	695.535	-173.385	95.746	528.431	-157.873	883.899	739.561	43.666	1358.204	693.219	220.717	96.215	822.171	235.355	513.360	840.621	-100.031	1338.957	903.551	214.769	58.374	635.324	167.744	80.261	818.866	-229.680	25.915	846.791	191.379	1346.022	639.597	-114.014	77.998	831.481	-177.054	507.152	509.564	215.943	898.409	903.177	-166.210	61.872
1734	17.33000	820.912	278.220	22.911	695.396	-173.421	95.777	533.775	-157.511	890.453	737.648	43.130	1368.943	693.044	220.773	96.348	820.177	234.507	514.264	839.043	-100.636	1351.071	903.605	214.831	58.283	635.315	167.765	80.374	818.864	-229.647	25.879	844.715	190.928	1358.488	639.592	-114.018	78.058	829.796	-176.027	507.821	514.600	215.607	905.175	903.209	-166.218	61.819
1735	17.34000	820.928	278.244	22.861	695.282	-173.508	95.944	539.225	-157.088	896.815	735.603	42.494	1379.485	692.931	220.862	96.500	818.045	233.540	515.128	837.251	-101.252	1363.018	903.660	214.855	58.216	635.234	167.815	80.550	818.886	-229.670	25.868	842.471	190.481	1370.779	639.580	-114.049	78.129	828.053	-174.868	508.544	519.725	215.307	911.755	903.241	-166.234	61.774
1736	17.35000	820.923	278.269	22.833	695.368	-173.451	95.792	544.719	-156.691	903.006	733.360	41.883	1389.703	692.824	220.945	96.672	815.875	232.490	516.036	835.338	-101.878	1374.777	903.769	214.925	58.042	635.208	167.828	80.700	818.867	-229.659	25.851	840.106	190.009	1382.844	639.570	-114.081	78.152	826.258	-173.704	509.335	524.876	215.024	918.254	903.259	-166.229	61.756
1737	17.36000	820.972	278.270	22.809	695.251	-173.326	95.751	550.456	-154.446	907.717	731.051	41.191	1399.600	692.719	221.004	96.863	813.594	231.366	517.032	833.289	-102.494	1386.324	903.846	214.955	57.900	635.217	167.735	80.771	818.882	-229.651	25.792	837.588	189.485	1394.606	639.552	-114.096	78.199	824.359	-172.404	510.074	530.084	214.821	924.604	903.297	-166.258	61.702
1738	17.37000	820.972	278.276	22.786	695.047	-173.366	95.937	556.109	-153.893	913.460	728.604	40.472	1409.205	692.595	221.020	97.051	811.153	230.168	518.011	831.052	-103.139	1397.604	903.920	215.011	57.823	635.307	167.643	80.727	818.894	-229.667	25.843	834.898	188.927	1406.158	639.557	-114.131	78.231	822.403	-171.090	510.829	535.347	214.643	930.789	903.331	-166.253	61.654
1739	17.38000	820.967	278.289	22.806	694.902	-173.399	96.134	561.865	-153.335	919.036	726.058	39.863	1418.459	692.397	221.002	97.266	808.586	228.920	519.000	828.794	-103.840	1408.655	903.977	215.021	57.797	635.335	167.584	80.854	818.899	-229.656	25.854	832.127	188.403	1417.379	639.542	-114.143	78.285	820.366	-169.672	511.637	540.682	214.532	936.870	903.446	-166.343	61.682
1740	17.39000	820.983	278.308	22.781	694.767	-173.407	96.322	567.541	-154.652	925.792	723.438	39.077	1427.439	692.211	221.001	97.484	805.926	227.523	519.936	826.378	-104.540	1419.345	904.047	215.038	57.742	635.324	167.561	80.945	818.900	-229.648	25.791	829.221	187.844	1428.322	639.560	-114.138	78.330	818.255	-168.257	512.399	546.075	214.438	942.737	903.474	-166.513	61.817
1741	17.40000	820.994	278.296	22.778	694.612	-173.409	96.509	573.389	-154.101	931.004	720.715	38.412	1436.014	692.014	220.996	97.716	803.230	226.075	520.944	823.897	-105.262	1429.681	904.109	215.032	57.689	635.331	167.508	81.073	818.913	-229.622	25.793	826.177	187.209	1438.968	639.596	-114.138	78.416	816.094	-166.729	513.172	551.634	214.426	948.472	903.480	-166.553	61.773
1742	17.41000	821.004	278.302	22.756	694.468	-173.361	96.580	579.241	-153.482	935.987	717.911	37.606	1444.175	691.873	221.021	97.988	800.479	224.469	521.886	821.357	-106.003	1439.691	904.180	215.033	57.578	635.339	167.484	81.187	818.916	-229.596	25.799	823.084	186.573	1449.257	639.618	-114.147	78.483	813.846	-165.096	513.859	557.246	214.492	954.052	903.560	-166.564	61.617
1743	17.42000	821.006	278.297	22.739	694.399	-173.347	96.786	585.123	-152.883	940.814	715.042	36.754	1451.987	691.760	221.063	98.259	797.665	222.774	522.901	818.710	-106.770	1449.343	904.283	215.012	57.423	635.365	167.472	81.325	818.974	-229.646	25.863	820.008	185.674	1459.605	639.656	-114.120	78.552	811.521	-163.409	514.641	562.922	214.600	959.308	903.639	-166.551	61.491
1744	17.43000	821.022	278.303	22.731	694.301	-173.314	96.899	591.006	-152.297	945.403	712.182	35.956	1459.316	691.674	221.067	98.516	794.808	221.010	523.871	816.055	-107.571	1458.657	904.401	215.000	57.186	635.404	167.435	81.493	818.985	-229.611	25.822	816.765	184.917	1469.134	639.694	-114.079	78.640	809.091	-161.749	515.504	568.676	214.691	964.314	903.766	-166.533	61.313
1745	17.44000	821.034	278.303	22.730	694.222	-173.354	97.107	596.902	-151.657	949.757	709.279	35.040	1466.227	691.554	221.110	98.829	791.919	219.102	524.813	813.268	-108.378	1467.458	904.500	214.985	57.027	635.437	167.414	81.653	819.018	-229.627	25.872	813.508	184.156	1478.241	639.700	-114.043	78.722	806.581	-159.977	516.202	574.526	214.773	969.030	903.882	-166.527	61.162
1746	17.45000	821.089	278.307	22.736	694.115	-173.359	97.270	602.767	-151.043	953.916	706.345	34.129	1472.754	691.448	221.157	99.142	789.026	217.061	525.725	810.457	-109.185	1475.844	904.648	214.939	56.825	635.467	167.445	81.871	819.037	-229.647	25.784	810.149	183.341	1486.861	639.740	-114.021	78.801	803.945	-158.105	516.966	580.313	214.807	973.532	903.997	-166.521	60.964
1747	17.46000	821.119	278.276	22.738	694.016	-173.332	97.406	608.688	-150.477	957.886	703.426	33.251	1478.656	691.416	221.206	99.472	786.173	214.961	526.608	807.582	-109.982	1483.736	904.804	214.939	56.606	635.518	167.456	82.067	819.066	-229.611	25.840	806.785	182.523	1494.991	639.779	-113.992	78.887	801.228	-156.329	517.743	586.149	214.841	977.653	904.140	-166.471	60.766
1748	17.47000	821.141	278.270	22.762	693.936	-173.361	97.557	614.568	-150.009	961.643	700.435	32.304	1484.150	691.363	221.228	99.782	783.252	212.757	527.420	804.655	-110.760	1491.109	904.951	214.910	56.418	635.558	167.409	82.207	819.088	-229.614	25.884	803.373	181.685	1502.593	639.797	-113.927	78.982	798.463	-154.521	518.449	591.977	214.925	981.457	904.233	-166.407	60.611
1749	17.48000	821.155	278.286	22.791	693.819	-173.343	97.688	620.324	-149.567	965.158	697.461	31.466	1489.158	691.168	222.183	100.601	780.341	210.586	528.187	801.668	-111.546	1498.066	905.503	214.315	55.946	635.583	167.417	82.292	819.091	-229.603	25.967	799.916	180.830	1509.768	639.824	-113.906	79.021	795.610	-152.677	519.108	597.784	215.009	984.928	904.318	-166.371	60.470
1750	17.49000	821.193	278.257	22.799	693.689	-173.375	97.800	625.946	-149.177	968.367	694.569	30.649	1493.508	690.961	222.550	101.118	777.399	208.465	528.793	798.725	-112.296	1504.398	905.508	214.304	55.865	635.571	167.386	82.426	819.107	-229.609	25.907	796.599	180.056	1516.358	639.825	-113.891	79.040	792.565	-150.928	519.649	603.563	215.114	988.115	904.418	-166.333	60.336
1751	17.50000	821.225	278.234	22.822	693.573	-173.370	97.925	631.517	-148.754	971.402	691.678	29.876	1497.384	690.811	222.678	101.448	774.574	206.470	529.316	795.773	-113.023	1510.214	905.476	214.295	55.751	635.586	167.390	82.534	819.130	-229.539	25.906	793.301	179.309	1522.262	639.863	-113.881	79.086	789.523	-149.226	520.324	609.265	215.170	991.060	904.507	-166.318	60.152
1752	17.51000	821.265	278.222	22.838	693.425	-173.363	98.007	637.008	-148.356	974.203	688.794	29.063	1500.714	690.664	222.736	101.680	771.775	204.577	529.724	792.775	-113.696	1515.479	905.509	214.269	55.580	635.589	167.368	82.599	819.156	-229.587	25.868	789.983	178.513	1527.668	639.872	-113.877	79.086	786.337	-147.604	520.891	614.877	215.178	993.635	904.575	-166.305	59.976
1753	17.52000	821.273	278.216	22.872	693.269	-173.402	98.100	642.502	-147.911	976.613	686.161	28.389	1503.365	690.507	222.621	101.872	769.040	202.911	530.073	789.898	-114.395	1520.202	905.606	214.241	55.406	635.607	167.328	82.679	819.177	-229.585	25.881	786.784	177.766	1532.572	639.874	-113.833	79.100	782.966	-146.014	521.388	620.448	215.201	995.823	904.656	-166.287	59.842
1754	17.53000	821.270	278.180	22.894	693.046	-173.411	98.141	647.878	-147.436	978.736	683.517	27.699	1505.577	690.312	222.477	101.959	766.337	201.513	530.359	787.027	-115.052	1524.367	905.720	214.249	55.336	635.609	167.236	82.706	819.145	-229.531	25.865	783.701	177.045	1536.769	639.877	-113.811	79.101	779.539	-144.603	521.865	625.975	215.214	997.620	904.687	-166.311	59.770
1755	17.54000	821.261	278.188	22.869	692.692	-173.398	98.151	653.103	-146.985	980.514	680.927	26.952	1507.309	690.093	222.393	102.021	763.634	200.403	530.584	784.230	-115.679	1527.914	905.776	214.194	55.207	635.589	167.130	82.664	819.167	-229.602	25.824	780.699	176.336	1540.352	639.874	-113.790	79.098	775.934	-143.447	522.348	631.460	215.251	999.037	904.702	-166.308	59.753
1756	17.55000	821.228	278.221	22.898	692.341	-173.375	98.175	658.121	-146.579	982.011	678.502	26.355	1508.527	689.825	222.337	102.018	760.974	199.602	530.674	781.580	-116.309	1530.944	905.850	214.166	55.082	635.553	167.114	82.638	819.181	-229.578	25.817	777.826	175.704	1543.438	639.832	-113.748	79.099	772.395	-142.604	522.906	636.868	215.280	1000.090	904.711	-166.328	59.733
1757	17.56000	821.188	278.251	22.865	691.886	-173.404	98.166	662.913	-146.403	983.347	676.158	25.601	1509.371	689.601	222.361	102.010	758.377	199.102	530.590	779.030	-116.940	1533.483	905.903	214.131	54.923	635.516	167.098	82.550	819.136	-229.625	25.739	775.128	175.123	1545.921	639.790	-113.721	79.091	768.633	-141.895	523.145	642.213	215.370	1000.809	904.711	-166.378	59.726
1758	17.57000	821.109	278.337	22.875	691.460	-173.518	98.243	667.445	-146.353	984.448	674.108	24.971	1509.798	689.385	222.423	101.956	755.934	198.827	530.506	776.602	-117.653	1535.487	905.942	214.097	54.747	635.449	167.114	82.480	819.198	-229.653	25.761	772.612	174.613	1547.875	639.765	-113.758	79.085	764.910	-141.527	523.427	647.426	215.459	1001.220	904.711	-166.453	59.694
1759	17.58000	821.034	278.448	22.875	691.087	-173.606	98.253	671.592	-146.353	985.319	672.164	24.260	1509.940	689.142	222.534	101.870	753.647	198.727	530.325	774.292	-118.327	1537.023	905.988	214.073	54.616	635.397	167.160	82.371	819.181	-229.691	25.664	770.283	174.181	1549.277	639.730	-113.795	79.084	761.384	-141.267	523.688	652.509	215.528	1001.235	904.726	-166.513	59.660
1760	17.59000	820.951	278.609	22.878	690.776	-173.726	98.170	675.523	-146.436	985.953	670.449	23.710	1509.670	688.922	222.628	101.782	751.570	198.770	530.185	772.111	-118.935	1538.111	906.013	214.098	54.504	635.355	167.210	82.285	819.198	-229.739	25.609	768.106	173.805	1550.312	639.696	-113.830	79.093	757.998	-141.134	523.816	657.489	215.596	1000.996	904.751	-166.605	59.564
1761	17.60000	820.906	278.809	22.964	690.531	-173.856	98.148	679.293	-146.572	986.148	668.977	23.155	1509.165	688.746	222.700	101.679	749.669	198.922	530.029	770.091	-119.610	1538.854	906.050	214.093	54.377	635.329	167.265	82.193	819.217	-229.732	25.547	766.062	173.495	1550.934	639.696	-113.844	79.147	754.944	-141.020	524.053	662.250	215.585	1000.528	904.794	-166.663	59.467
1762	17.61000	821.077	278.882	23.148	690.319	-173.973	98.112	682.885	-146.683	985.994	667.583	22.680	1508.453	688.535	222.754	101.529	747.996	199.123	529.911	768.190	-120.252	1539.155	906.096	214.155	54.235	635.341	167.260	82.098	819.205	-229.752	25.463	764.135	173.237	1551.115	639.719	-113.849	79.162	752.116	-140.860	524.101	666.823	215.557	999.932	904.839	-166.738	59.341
1763	17.62000	821.080	278.893	23.105	690.148	-174.005	98.027	686.218	-146.857	985.555	666.395	22.277	1507.526	688.345	222.856	101.395	746.494	199.408	529.841	766.505	-120.855	1539.303	906.143	214.211	54.082	635.308	167.332	82.031	819.218	-229.849	25.402	762.469	173.097	1550.993	639.714	-113.875	79.180	749.702	-140.732	524.253	671.154	215.520	999.184	904.896	-166.804	59.217
1764	17.63000	821.091	278.905	23.032	689.988	-174.170	98.075	689.411	-146.908	984.912	665.428	21.975	1506.442	688.156	222.975	101.327	745.183	199.724	529.683	764.970	-121.491	1539.141	906.147	214.201	53.950	635.283	167.372	81.962	819.206	-229.825	25.290	760.926	172.986	1550.680	639.724	-113.894	79.213	747.544	-140.494	524.217	675.237	215.495	998.487	904.953	-166.868	59.049
1765	17.64000	821.092	278.922	23.017	689.853	-174.185	98.027	692.444	-146.894	984.252	664.600	21.649	1505.443	687.942	223.122	101.308	744.114	200.138	529.636	763.574	-122.137	1538.878	906.190	214.255	53.798	635.272	167.437	81.917	819.266	-229.821	25.333	759.614	172.894	1550.197	639.727	-113.894	79.212	745.810	-140.580	524.356	679.107	215.470	997.760	905.013	-166.941	58.866
1766	17.65000	821.096	278.949	22.967	689.657	-174.174	98.056	695.347	-146.798	983.581	664.007	21.424	1504.359	687.759	223.267	101.288	743.326	200.559	529.545	762.346	-122.705	1538.500	906.226	214.278	53.648	635.255	167.560	81.910	819.227	-229.854	25.249	758.581	172.903	1549.591	639.811	-113.841	79.248	743.962	-140.167	524.135	682.811	215.376	996.998	905.060	-167.001	58.723
1767	17.66000	821.126	278.949	22.926	689.465	-174.135	98.013	698.177	-146.733	982.846	663.492	21.255	1503.464	687.622	223.449	101.273	742.987	200.942	529.365	761.351	-123.291	1538.088	906.259	214.308	53.527	635.225	167.660	81.910	819.225	-229.854	25.072	757.682	172.871	1548.878	639.840	-113.817	79.257	742.455	-140.060	524.103	686.279	215.242	996.248	905.121	-167.090	58.543
1768	17.67000	821.123	278.974	22.905	689.339	-174.099	98.075	700.951	-146.769	982.116	663.124	21.059	1502.613	687.527	223.601	101.253	743.000	201.192	529.188	760.457	-123.782	1537.612	906.267	214.366	53.368	635.250	167.778	81.960	819.293	-229.873	25.265	756.959	172.840	1548.308	639.900	-113.758	79.308	741.140	-140.076	524.045	689.570	215.133	995.482	905.180	-167.119	58.392
1769	17.68000	821.140	278.991	22.838	689.213	-174.111	98.121	703.664	-146.856	981.378	662.861	20.918	1501.817	687.496	223.739	101.278	743.344	201.436	529.098	759.724	-124.235	1537.119	906.357	214.365	53.228	635.285	167.846	82.005	819.252	-229.907	25.140	756.439	172.839	1547.545	639.969	-113.690	79.338	739.999	-139.923	523.827	692.627	215.063	994.788	905.248	-167.141	58.281
1770	17.69000	821.149	279.010	22.813	689.130	-174.089	98.085	706.334	-146.890	980.760	662.727	20.824	1501.019	687.520	223.789	101.289	743.606	201.345	529.192	759.098	-124.611	1536.682	906.438	214.386	53.069	635.342	167.901	82.043	819.281	-229.929	25.116	756.088	172.788	1546.944	640.023	-113.643	79.432	739.062	-139.805	523.737	695.529	215.049	994.168	905.326	-167.214	58.097
1771	17.70000	821.168	279.021	22.806	689.076	-174.108	98.174	708.944	-146.960	980.178	662.652	20.747	1500.367	687.563	223.811	101.354	743.981	200.294	528.892	758.628	-124.983	1536.194	906.489	214.394	52.861	635.372	167.852	82.104	819.283	-229.965	25.115	755.853	172.717	1546.356	640.045	-113.587	79.462	738.301	-139.702	523.747	698.177	215.061	993.728	905.389	-167.254	57.948
