NO_OF_FRAMES	2000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2026-01-20, 10:34:28
DATA_INCLUDED	Angle
DATA_TYPES	left_q1_YZ	left_q1_XZ	left_q1_XY

Frame	Time	left_q1_YZ	left_q1_XZ	left_q1_XY	
1374	13.73000	20.505	0.431	69.490
1375	13.74000	20.074	0.309	69.924
1376	13.75000	19.621	0.182	70.378
1377	13.76000	19.145	0.047	70.854
1378	13.77000	18.658	-0.089	71.342
1379	13.78000	18.148	-0.221	71.850
1380	13.79000	17.624	-0.353	72.372
1381	13.80000	17.087	-0.497	72.906
1382	13.81000	16.537	-0.630	73.450
1383	13.82000	15.960	-0.765	74.021
1384	13.83000	15.366	-0.909	74.606
1385	13.84000	14.773	-1.052	75.188
1386	13.85000	14.161	-1.215	75.785
1387	13.86000	13.559	-1.492	76.356
1388	13.87000	12.950	-1.738	76.930
1389	13.88000	12.331	-1.952	77.511
1390	13.89000	11.694	-2.165	78.101
1391	13.90000	11.058	-2.372	78.684
1392	13.91000	10.437	-2.588	79.240
1393	13.92000	9.823	-2.812	79.775
1394	13.93000	9.222	-3.014	80.290
1395	13.94000	8.641	-3.216	80.772
1396	13.95000	8.074	-3.409	81.227
1397	13.96000	7.541	-3.553	81.655
1398	13.97000	7.033	-3.661	82.062
1399	13.98000	6.550	-3.724	82.457
1400	13.99000	6.103	-3.741	82.834
1401	14.00000	5.679	-3.738	83.195
1402	14.01000	5.294	-3.718	83.525
1403	14.02000	4.936	-3.672	83.842
1404	14.03000	4.604	-3.626	84.135
1405	14.04000	4.298	-3.560	84.415
1406	14.05000	4.027	-3.484	84.671
1407	14.06000	3.789	-3.426	84.889
1408	14.07000	3.592	-3.356	85.081
1409	14.08000	3.435	-3.292	85.240
1410	14.09000	3.302	-3.235	85.375
1411	14.10000	3.211	-3.188	85.472
1412	14.11000	3.169	-3.139	85.537
1413	14.12000	3.177	-3.115	85.549
1414	14.13000	3.225	-3.100	85.524
1415	14.14000	3.300	-3.096	85.472
1416	14.15000	3.407	-3.098	85.393
1417	14.16000	3.530	-3.094	85.304
1418	14.17000	3.670	-3.106	85.190
1419	14.18000	3.821	-3.118	85.065
1420	14.19000	3.971	-3.133	84.939
1421	14.20000	4.111	-3.142	84.822
1422	14.21000	4.232	-3.151	84.721
1423	14.22000	4.328	-3.157	84.639
1424	14.23000	4.391	-3.157	84.588
1425	14.24000	4.426	-3.150	84.564
1426	14.25000	4.429	-3.133	84.571
1427	14.26000	4.411	-3.112	84.598
1428	14.27000	4.382	-3.092	84.634
1429	14.28000	4.337	-3.077	84.679
1430	14.29000	4.292	-3.064	84.723
1431	14.30000	4.239	-3.057	84.770
1432	14.31000	4.194	-3.044	84.814
1433	14.32000	4.146	-3.030	84.861
1434	14.33000	4.104	-3.017	84.903
1435	14.34000	4.074	-3.006	84.934
1436	14.35000	4.052	-3.007	84.951
1437	14.36000	4.042	-2.994	84.967
1438	14.37000	4.039	-2.990	84.972
1439	14.38000	4.041	-2.979	84.977
1440	14.39000	4.046	-2.974	84.975
1441	14.40000	4.052	-2.966	84.976
1442	14.41000	4.055	-2.949	84.983
1443	14.42000	4.060	-2.932	84.989
1444	14.43000	4.061	-2.919	84.996
1445	14.44000	4.058	-2.904	85.008
1446	14.45000	4.056	-2.880	85.023
1447	14.46000	4.042	-2.867	85.042
1448	14.47000	4.028	-2.852	85.062
1449	14.48000	4.004	-2.837	85.090
1450	14.49000	3.978	-2.817	85.123
1451	14.50000	3.951	-2.799	85.155
1452	14.51000	3.925	-2.789	85.183
1453	14.52000	3.903	-2.771	85.211
1454	14.53000	3.887	-2.760	85.231
1455	14.54000	3.867	-2.746	85.255
1456	14.55000	3.850	-2.725	85.281
1457	14.56000	3.833	-2.712	85.302
1458	14.57000	3.816	-2.697	85.324
1459	14.58000	3.800	-2.676	85.350
1460	14.59000	3.788	-2.670	85.363
1461	14.60000	3.786	-2.659	85.371
1462	14.61000	3.789	-2.657	85.370
1463	14.62000	3.801	-2.656	85.361
1464	14.63000	3.812	-2.662	85.348
1465	14.64000	3.834	-2.660	85.332
1466	14.65000	3.866	-2.672	85.298
1467	14.66000	3.902	-2.679	85.264
1468	14.67000	3.940	-2.687	85.229
1469	14.68000	3.987	-2.698	85.184
1470	14.69000	4.030	-2.710	85.141
1471	14.70000	4.067	-2.723	85.103
1472	14.71000	4.101	-2.727	85.072
1473	14.72000	4.122	-2.730	85.054
1474	14.73000	4.137	-2.726	85.043
1475	14.74000	4.149	-2.721	85.035
1476	14.75000	4.152	-2.719	85.034
1477	14.76000	4.151	-2.711	85.040
1478	14.77000	4.155	-2.709	85.038
1479	14.78000	4.150	-2.709	85.041
1480	14.79000	4.145	-2.715	85.043
1481	14.80000	4.130	-2.715	85.054
1482	14.81000	4.113	-2.718	85.067
1483	14.82000	4.088	-2.720	85.087
1484	14.83000	4.061	-2.724	85.108
1485	14.84000	4.041	-2.726	85.124
1486	14.85000	4.029	-2.734	85.128
1487	14.86000	4.032	-2.752	85.116
1488	14.87000	4.058	-2.769	85.085
1489	14.88000	4.105	-2.784	85.037
1490	14.89000	4.170	-2.807	84.970
1491	14.90000	4.251	-2.823	84.894
1492	14.91000	4.325	-2.841	84.822
1493	14.92000	4.398	-2.859	84.751
1494	14.93000	4.458	-2.869	84.695
1495	14.94000	4.508	-2.880	84.647
1496	14.95000	4.555	-2.888	84.604
1497	14.96000	4.609	-2.892	84.556
1498	14.97000	4.669	-2.886	84.508
1499	14.98000	4.744	-2.884	84.444
1500	14.99000	4.854	-2.866	84.359
1501	15.00000	5.000	-2.845	84.243
1502	15.01000	5.180	-2.810	84.103
1503	15.02000	5.403	-2.781	83.919
1504	15.03000	5.658	-2.748	83.706
1505	15.04000	5.939	-2.719	83.464
1506	15.05000	6.236	-2.666	83.214
1507	15.06000	6.550	-2.614	82.944
1508	15.07000	6.878	-2.548	82.661
1509	15.08000	7.222	-2.475	82.361
1510	15.09000	7.603	-2.382	82.028
1511	15.10000	8.003	-2.290	81.672
1512	15.11000	8.429	-2.172	81.292
1513	15.12000	8.855	-2.047	80.908
1514	15.13000	9.290	-1.922	80.510
1515	15.14000	9.709	-1.777	80.127
1516	15.15000	10.119	-1.615	79.750
1517	15.16000	10.533	-1.432	79.368
1518	15.17000	10.963	-1.227	78.967
1519	15.18000	11.430	-0.983	78.527
1520	15.19000	11.931	-0.713	78.047
1521	15.20000	12.437	-0.431	77.555
1522	15.21000	12.904	0.003	77.096
1523	15.22000	13.429	0.315	76.567
1524	15.23000	13.948	0.643	76.036
1525	15.24000	14.428	0.978	75.538
1526	15.25000	14.872	1.323	75.066
1527	15.26000	15.320	1.675	74.584
1528	15.27000	15.781	2.011	74.084
1529	15.28000	16.235	2.313	73.592
1530	15.29000	16.681	2.608	73.104
1531	15.30000	17.120	2.891	72.623
1532	15.31000	17.570	3.153	72.131
1533	15.32000	18.023	3.378	71.641
1534	15.33000	18.450	3.569	71.184
1535	15.34000	18.916	3.814	70.674
1536	15.35000	19.283	3.973	70.280
1537	15.36000	19.645	4.119	69.893
1538	15.37000	20.009	4.242	69.508
1539	15.38000	20.354	4.365	69.142
1540	15.39000	20.691	4.488	68.784
1541	15.40000	21.019	4.619	68.432
1542	15.41000	21.336	4.743	68.092
1543	15.42000	21.620	4.858	67.787
1544	15.43000	21.882	4.975	67.502
1545	15.44000	22.130	5.089	67.231
1546	15.45000	22.360	5.208	66.977
1547	15.46000	22.556	5.272	66.769
1548	15.47000	22.746	5.349	66.564
1549	15.48000	22.927	5.415	66.370
1550	15.49000	23.102	5.472	66.185
1551	15.50000	23.258	5.553	66.011
1552	15.51000	23.405	5.609	65.853
1553	15.52000	23.502	5.647	65.749
1554	15.53000	23.542	5.641	65.711
1555	15.54000	23.580	5.682	65.664
1556	15.55000	23.580	5.705	65.657
1557	15.56000	23.555	5.690	65.685
1558	15.57000	23.520	5.684	65.721
1559	15.58000	23.465	5.638	65.787
1560	15.59000	23.379	5.586	65.884
1561	15.60000	23.262	5.518	66.017
1562	15.61000	23.127	5.440	66.169
1563	15.62000	22.971	5.338	66.346
1564	15.63000	22.786	5.252	66.549
1565	15.64000	22.560	5.177	66.789
1566	15.65000	22.309	5.112	67.051
1567	15.66000	22.046	5.050	67.323
1568	15.67000	21.766	4.995	67.611
1569	15.68000	21.456	4.949	67.925
1570	15.69000	21.143	4.897	68.244
1571	15.70000	20.806	4.843	68.586
1572	15.71000	20.461	4.811	68.931
1573	15.72000	20.104	4.778	69.288
1574	15.73000	19.744	4.756	69.645
1575	15.74000	19.396	4.738	69.988
1576	15.75000	19.055	4.721	70.325
1577	15.76000	18.723	4.734	70.644
1578	15.77000	18.401	4.726	70.959
1579	15.78000	18.071	4.746	71.274
1580	15.79000	17.767	4.750	71.568
1581	15.80000	17.466	4.750	71.859
1582	15.81000	17.173	4.765	72.139
1583	15.82000	16.893	4.762	72.409
1584	15.83000	16.622	4.749	72.674
1585	15.84000	16.405	4.829	72.860
1586	15.85000	16.084	4.815	73.173
1587	15.86000	15.845	4.819	73.401
1588	15.87000	15.634	4.839	73.598
1589	15.88000	15.438	4.854	73.781
1590	15.89000	15.244	4.882	73.957
1591	15.90000	15.066	4.906	74.119
1592	15.91000	14.879	4.920	74.293
1593	15.92000	14.681	4.936	74.476
1594	15.93000	14.485	5.000	74.641
1595	15.94000	14.318	5.012	74.794
1596	15.95000	14.191	5.039	74.905
1597	15.96000	14.067	5.061	75.015
1598	15.97000	13.939	5.073	75.132
1599	15.98000	13.802	5.075	75.259
1600	15.99000	13.666	5.053	75.396
1601	16.00000	13.528	5.030	75.534
1602	16.01000	13.379	5.006	75.683
1603	16.02000	13.226	4.957	75.844
1604	16.03000	13.065	4.925	76.007
1605	16.04000	12.915	4.873	76.166
1606	16.05000	12.805	4.860	76.274
1607	16.06000	12.742	4.859	76.334
1608	16.07000	12.702	4.867	76.368
1609	16.08000	12.675	4.886	76.386
1610	16.09000	12.643	4.917	76.405
1611	16.10000	12.616	4.948	76.418
1612	16.11000	12.586	5.000	76.426
1613	16.12000	12.553	5.039	76.443
1614	16.13000	12.512	5.096	76.459
1615	16.14000	12.456	5.143	76.492
1616	16.15000	12.403	5.207	76.516
1617	16.16000	12.373	5.249	76.527
1618	16.17000	12.369	5.305	76.508
1619	16.18000	12.372	5.350	76.487
1620	16.19000	12.373	5.399	76.466
1621	16.20000	12.375	5.444	76.445
1622	16.21000	12.363	5.494	76.436
1623	16.22000	12.353	5.538	76.427
1624	16.23000	12.335	5.579	76.425
1625	16.24000	12.314	5.611	76.431
1626	16.25000	12.289	5.639	76.442
1627	16.26000	12.271	5.657	76.451
1628	16.27000	12.265	5.682	76.445
1629	16.28000	12.264	5.703	76.437
1630	16.29000	12.266	5.715	76.430
1631	16.30000	12.274	5.722	76.420
1632	16.31000	12.276	5.736	76.412
1633	16.32000	12.271	5.737	76.416
1634	16.33000	12.259	5.746	76.423
1635	16.34000	12.245	5.739	76.439
1636	16.35000	12.223	5.743	76.457
1637	16.36000	12.204	5.746	76.473
1638	16.37000	12.185	5.738	76.493
1639	16.38000	12.168	5.733	76.512
1640	16.39000	12.151	5.727	76.529
1641	16.40000	12.129	5.716	76.554
1642	16.41000	12.110	5.706	76.576
1643	16.42000	12.089	5.706	76.595
1644	16.43000	12.064	5.705	76.618
1645	16.44000	12.042	5.701	76.640
1646	16.45000	12.018	5.698	76.663
1647	16.46000	11.995	5.689	76.688
1648	16.47000	11.982	5.676	76.705
1649	16.48000	11.973	5.658	76.721
1650	16.49000	11.971	5.642	76.730
1651	16.50000	11.966	5.626	76.742
1652	16.51000	11.959	5.616	76.753
1653	16.52000	11.956	5.609	76.758
1654	16.53000	11.944	5.611	76.769
1655	16.54000	11.930	5.612	76.780
1656	16.55000	11.925	5.611	76.786
1657	16.56000	11.916	5.608	76.795
1658	16.57000	11.905	5.605	76.806
1659	16.58000	11.896	5.606	76.814
1660	16.59000	11.886	5.609	76.822
1661	16.60000	11.883	5.601	76.828
1662	16.61000	11.876	5.605	76.833
1663	16.62000	11.869	5.604	76.840
1664	16.63000	11.862	5.604	76.846
1665	16.64000	11.856	5.603	76.851
1666	16.65000	11.847	5.607	76.858
1667	16.66000	11.839	5.607	76.865
1668	16.67000	11.824	5.603	76.881
1669	16.68000	11.812	5.613	76.887
1670	16.69000	11.800	5.609	76.899
1671	16.70000	11.803	5.552	76.922
1672	16.71000	11.789	5.558	76.932
1673	16.72000	11.780	5.551	76.944
1674	16.73000	11.767	5.553	76.955
1675	16.74000	11.753	5.545	76.970
1676	16.75000	11.738	5.537	76.987
1677	16.76000	11.726	5.517	77.008
1678	16.77000	11.720	5.502	77.020
1679	16.78000	11.712	5.490	77.032
1680	16.79000	11.711	5.469	77.042
1681	16.80000	11.703	5.460	77.053
1682	16.81000	11.704	5.443	77.060
1683	16.82000	11.705	5.429	77.065
1684	16.83000	11.702	5.410	77.076
1685	16.84000	11.701	5.387	77.087
1686	16.85000	11.703	5.366	77.094
1687	16.86000	11.706	5.343	77.101
1688	16.87000	11.717	5.313	77.104
1689	16.88000	11.726	5.294	77.103
1690	16.89000	11.735	5.275	77.103
1691	16.90000	11.749	5.254	77.099
1692	16.91000	11.763	5.225	77.099
1693	16.92000	11.774	5.202	77.097
1694	16.93000	11.790	5.178	77.093
1695	16.94000	11.805	5.147	77.092
1696	16.95000	11.823	5.121	77.086
1697	16.96000	11.836	5.102	77.082
1698	16.97000	11.853	5.083	77.074
1699	16.98000	11.867	5.058	77.071
1700	16.99000	11.885	5.045	77.060
1701	17.00000	11.894	5.024	77.060
1702	17.01000	11.897	5.016	77.060
1703	17.02000	11.901	5.012	77.058
1704	17.03000	11.909	5.018	77.049
1705	17.04000	11.911	5.020	77.046
1706	17.05000	11.916	5.035	77.035
1707	17.06000	11.912	5.106	77.010
1708	17.07000	11.909	5.130	77.003
1709	17.08000	11.909	5.157	76.992
1710	17.09000	11.908	5.180	76.984
1711	17.10000	11.914	5.189	76.974
1712	17.11000	11.915	5.218	76.962
1713	17.12000	11.921	5.238	76.948
1714	17.13000	11.936	5.258	76.925
1715	17.14000	11.954	5.278	76.901
1716	17.15000	11.979	5.306	76.867
1717	17.16000	12.006	5.333	76.830
1718	17.17000	12.043	5.363	76.784
1719	17.18000	12.087	5.396	76.730
1720	17.19000	12.132	5.418	76.679
1721	17.20000	12.192	5.435	76.617
1722	17.21000	12.258	5.451	76.550
1723	17.22000	12.329	5.464	76.479
1724	17.23000	12.417	5.468	76.397
1725	17.24000	12.500	5.477	76.317
1726	17.25000	12.591	5.488	76.229
1727	17.26000	12.688	5.488	76.140
1728	17.27000	12.797	5.492	76.037
1729	17.28000	12.915	5.506	75.923
1730	17.29000	13.045	5.513	75.800
1731	17.30000	13.186	5.540	75.658
1732	17.31000	13.348	5.571	75.496
1733	17.32000	13.526	5.610	75.315
1734	17.33000	13.722	5.650	75.118
1735	17.34000	13.932	5.683	74.910
1736	17.35000	14.147	5.708	74.700
1737	17.36000	14.375	5.726	74.481
1738	17.37000	14.617	5.718	74.258
1739	17.38000	14.842	5.680	74.061
1740	17.39000	15.048	5.639	73.883
1741	17.40000	15.235	5.587	73.725
1742	17.41000	15.427	5.548	73.559
1743	17.42000	15.635	5.505	73.377
1744	17.43000	15.847	5.467	73.189
1745	17.44000	16.055	5.367	73.026
1746	17.45000	16.323	5.369	72.770
1747	17.46000	16.528	5.224	72.620
1748	17.47000	16.792	5.187	72.380
1749	17.48000	17.075	5.114	72.130
1750	17.49000	17.352	5.036	71.887
1751	17.50000	17.642	4.939	71.636
1752	17.51000	17.924	4.876	71.381
1753	17.52000	18.211	4.791	71.126
1754	17.53000	18.495	4.715	70.871
1755	17.54000	18.786	4.645	70.606
1756	17.55000	19.080	4.561	70.341
1757	17.56000	19.374	4.465	70.078
1758	17.57000	19.681	4.390	69.796
1759	17.58000	19.969	4.320	69.530
1760	17.59000	20.262	4.241	69.260
1761	17.60000	20.542	4.188	68.997
1762	17.61000	20.810	4.138	68.745
1763	17.62000	21.053	4.110	68.511
1764	17.63000	21.292	4.066	68.286
1765	17.64000	21.516	4.024	68.074
1766	17.65000	21.704	3.985	67.896
1767	17.66000	21.884	3.958	67.725
1768	17.67000	22.024	3.920	67.593
1769	17.68000	22.159	3.891	67.466
1770	17.69000	22.278	3.843	67.357
1771	17.70000	22.373	3.797	67.272
1772	17.71000	22.440	3.766	67.211
1773	17.72000	22.487	3.714	67.175
1774	17.73000	22.497	3.659	67.175
1775	17.74000	22.469	3.601	67.213
1776	17.75000	22.413	3.517	67.283
1777	17.76000	22.318	3.425	67.392
1778	17.77000	22.211	3.332	67.514
1779	17.78000	22.090	3.208	67.654
1780	17.79000	21.954	3.100	67.806
1781	17.80000	21.804	2.983	67.972
1782	17.81000	21.634	2.873	68.157
1783	17.82000	21.446	2.745	68.361
1784	17.83000	21.241	2.626	68.582
1785	17.84000	20.997	2.546	68.835
1786	17.85000	20.728	2.444	69.115
1787	17.86000	20.437	2.347	69.416
1788	17.87000	20.129	2.250	69.735
1789	17.88000	19.795	2.154	70.079
1790	17.89000	19.436	2.064	70.445
1791	17.90000	19.060	1.973	70.831
1792	17.91000	18.661	1.878	71.238
1793	17.92000	18.244	1.788	71.662
1794	17.93000	17.806	1.684	72.109
1795	17.94000	17.338	1.558	72.588
1796	17.95000	16.850	1.430	73.086
1797	17.96000	16.340	1.279	73.608
1798	17.97000	15.798	1.131	74.159
1799	17.98000	15.227	0.971	74.740
1800	17.99000	14.624	0.803	75.353
1801	18.00000	13.996	0.642	75.989
1802	18.01000	13.335	0.461	76.657
1803	18.02000	12.650	0.273	77.347
1804	18.03000	11.941	0.072	78.059
1805	18.04000	11.238	-0.271	78.758
1806	18.05000	10.507	-0.564	79.477
1807	18.06000	9.783	-0.844	80.180
1808	18.07000	9.055	-1.133	80.874
1809	18.08000	8.323	-1.423	81.555
1810	18.09000	7.596	-1.703	82.213
1811	18.10000	6.879	-1.954	82.846
1812	18.11000	6.188	-2.188	83.434
1813	18.12000	5.524	-2.363	83.989
1814	18.13000	4.906	-2.501	84.490
1815	18.14000	4.327	-2.574	84.963
1816	18.15000	3.802	-2.614	85.384
1817	18.16000	3.311	-2.622	85.775
1818	18.17000	2.866	-2.616	86.118
1819	18.18000	2.448	-2.594	86.432
1820	18.19000	2.070	-2.571	86.698
1821	18.20000	1.733	-2.509	86.950
1822	18.21000	1.442	-2.443	87.163
1823	18.22000	1.207	-2.373	87.337
1824	18.23000	1.047	-2.301	87.471
1825	18.24000	0.964	-2.245	87.556
1826	18.25000	0.977	-2.197	87.595
1827	18.26000	1.075	-2.188	87.562
1828	18.27000	1.255	-2.211	87.457
1829	18.28000	1.470	-2.246	87.315
1830	18.29000	1.696	-2.277	87.160
1831	18.30000	1.927	-2.301	86.998
1832	18.31000	2.138	-2.319	86.845
1833	18.32000	2.341	-2.332	86.695
1834	18.33000	2.540	-2.332	86.551
1835	18.34000	2.739	-2.351	86.390
1836	18.35000	2.922	-2.366	86.239
1837	18.36000	3.081	-2.391	86.099
1838	18.37000	3.206	-2.397	85.996
1839	18.38000	3.293	-2.395	85.926
1840	18.39000	3.333	-2.385	85.900
1841	18.40000	3.331	-2.365	85.913
1842	18.41000	3.304	-2.333	85.954
1843	18.42000	3.270	-2.312	85.994
1844	18.43000	3.235	-2.306	86.025
1845	18.44000	3.211	-2.296	86.051
1846	18.45000	3.205	-2.303	86.052
1847	18.46000	3.204	-2.305	86.052
1848	18.47000	3.213	-2.307	86.043
1849	18.48000	3.238	-2.302	86.026
1850	18.49000	3.270	-2.312	85.993
1851	18.50000	3.317	-2.308	85.958
1852	18.51000	3.375	-2.307	85.910
1853	18.52000	3.434	-2.315	85.857
1854	18.53000	3.494	-2.324	85.802
1855	18.54000	3.542	-2.315	85.767
1856	18.55000	3.577	-2.313	85.739
1857	18.56000	3.605	-2.313	85.715
1858	18.57000	3.629	-2.307	85.698
1859	18.58000	3.641	-2.304	85.690
1860	18.59000	3.654	-2.292	85.685
1861	18.60000	3.666	-2.290	85.676
1862	18.61000	3.683	-2.281	85.667
1863	18.62000	3.700	-2.275	85.655
1864	18.63000	3.722	-2.272	85.638
1865	18.64000	3.741	-2.266	85.625
1866	18.65000	3.752	-2.263	85.617
1867	18.66000	3.765	-2.260	85.607
1868	18.67000	3.769	-2.252	85.608
1869	18.68000	3.766	-2.245	85.614
1870	18.69000	3.758	-2.235	85.626
1871	18.70000	3.742	-2.219	85.648
1872	18.71000	3.724	-2.198	85.674
1873	18.72000	3.713	-2.179	85.694
1874	18.73000	3.703	-2.158	85.712
1875	18.74000	3.708	-2.142	85.717
1876	18.75000	3.710	-2.130	85.720
1877	18.76000	3.716	-2.111	85.724
1878	18.77000	3.715	-2.097	85.732
1879	18.78000	3.715	-2.088	85.737
1880	18.79000	3.711	-2.073	85.748
1881	18.80000	3.697	-2.067	85.763
1882	18.81000	3.676	-2.060	85.784
1883	18.82000	3.653	-2.055	85.807
1884	18.83000	3.639	-2.051	85.821
1885	18.84000	3.625	-2.031	85.844
1886	18.85000	3.615	-2.037	85.850
1887	18.86000	3.611	-2.030	85.856
1888	18.87000	3.611	-2.022	85.860
1889	18.88000	3.612	-2.017	85.862
1890	18.89000	3.610	-2.015	85.864
1891	18.90000	3.605	-2.015	85.869
1892	18.91000	3.591	-2.015	85.881
1893	18.92000	3.569	-1.999	85.908
1894	18.93000	3.552	-1.999	85.923
1895	18.94000	3.528	-2.003	85.942
1896	18.95000	3.506	-2.008	85.958
1897	18.96000	3.489	-2.013	85.970
1898	18.97000	3.466	-2.011	85.992
1899	18.98000	3.439	-2.010	86.015
1900	18.99000	3.398	-2.025	86.044
1901	19.00000	3.351	-2.021	86.085
1902	19.01000	3.299	-2.024	86.129
1903	19.02000	3.228	-2.027	86.188
1904	19.03000	3.166	-2.026	86.240
1905	19.04000	3.093	-2.047	86.290
1906	19.05000	3.018	-2.047	86.353
1907	19.06000	2.945	-2.052	86.409
1908	19.07000	2.878	-2.072	86.453
1909	19.08000	2.816	-2.079	86.499
1910	19.09000	2.751	-2.098	86.539
1911	19.10000	2.689	-2.123	86.573
1912	19.11000	2.634	-2.135	86.608
1913	19.12000	2.583	-2.149	86.640
1914	19.13000	2.544	-2.167	86.658
1915	19.14000	2.517	-2.183	86.667
1916	19.15000	2.499	-2.192	86.675
1917	19.16000	2.510	-2.208	86.655
1918	19.17000	2.547	-2.224	86.618
1919	19.18000	2.612	-2.239	86.559
1920	19.19000	2.721	-2.249	86.469
1921	19.20000	2.859	-2.275	86.345
1922	19.21000	3.035	-2.289	86.197
1923	19.22000	3.240	-2.307	86.022
1924	19.23000	3.486	-2.323	85.809
1925	19.24000	3.786	-2.315	85.561
1926	19.25000	4.157	-2.314	85.240
1927	19.26000	4.591	-2.314	84.857
1928	19.27000	5.099	-2.297	84.405
1929	19.28000	5.743	-2.241	83.833
1930	19.29000	6.319	-2.169	83.316
1931	19.30000	6.921	-2.088	82.768
1932	19.31000	7.589	-2.013	82.146
1933	19.32000	8.251	-1.924	81.525
1934	19.33000	8.887	-1.826	80.924
1935	19.34000	9.455	-1.714	80.388
1936	19.35000	9.978	-1.577	79.896
1937	19.36000	10.501	-1.402	79.403
1938	19.37000	11.048	-1.217	78.884
1939	19.38000	11.592	-0.985	78.365
1940	19.39000	12.180	-0.709	77.798
1941	19.40000	12.816	-0.401	77.178
1942	19.41000	13.444	-0.028	76.556
1943	19.42000	14.078	0.240	75.920
1944	19.43000	14.663	0.528	75.327
1945	19.44000	15.225	0.842	74.751
1946	19.45000	15.788	1.168	74.166
1947	19.46000	16.326	1.491	73.603
1948	19.47000	16.825	1.797	73.074
1949	19.48000	17.277	2.108	72.587
1950	19.49000	17.709	2.424	72.115
1951	19.50000	18.153	2.714	71.631
1952	19.51000	18.585	2.978	71.160
1953	19.52000	18.999	3.225	70.709
1954	19.53000	19.391	3.466	70.277
1955	19.54000	19.780	3.698	69.849
1956	19.55000	20.171	3.908	69.421
1957	19.56000	20.544	4.100	69.015
1958	19.57000	20.905	4.278	68.622
1959	19.58000	21.232	4.434	68.265
1960	19.59000	21.527	4.584	67.942
1961	19.60000	21.791	4.713	67.654
1962	19.61000	22.057	4.820	67.368
1963	19.62000	22.307	4.936	67.096
1964	19.63000	22.509	5.039	66.873
1965	19.64000	22.708	5.161	66.648
1966	19.65000	22.890	5.276	66.442
1967	19.66000	23.054	5.388	66.253
1968	19.67000	23.189	5.501	66.092
1969	19.68000	23.289	5.623	65.963
1970	19.69000	23.343	5.754	65.876
1971	19.70000	23.365	5.882	65.820
1972	19.71000	23.352	6.011	65.797
1973	19.72000	23.314	6.142	65.797
1974	19.73000	23.257	6.257	65.819
1975	19.74000	23.176	6.363	65.867
1976	19.75000	23.073	6.462	65.937
1977	19.76000	22.958	6.563	66.018
1978	19.77000	22.836	6.651	66.109
1979	19.78000	22.701	6.727	66.215
1980	19.79000	22.539	6.777	66.356
1981	19.80000	22.352	6.807	66.526
1982	19.81000	22.142	6.820	66.723
1983	19.82000	21.930	6.820	66.927
1984	19.83000	21.709	6.813	67.142
1985	19.84000	21.484	6.803	67.361
1986	19.85000	21.252	6.797	67.585
1987	19.86000	21.016	6.790	67.814
1988	19.87000	20.771	6.781	68.052
1989	19.88000	20.513	6.783	68.298
1990	19.89000	20.239	6.801	68.553
1991	19.90000	19.973	6.841	68.793
1992	19.91000	19.693	6.869	69.049
1993	19.92000	19.406	6.922	69.302
1994	19.93000	19.115	6.975	69.558
1995	19.94000	18.820	7.030	69.816
1996	19.95000	18.519	7.083	70.080
1997	19.96000	18.224	7.149	70.331
1998	19.97000	17.938	7.196	70.580
1999	19.98000	17.637	7.313	70.814
2000	19.99000	17.364	7.367	71.045
