NO_OF_FRAMES	2000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2026-01-20, 10:34:28
DATA_INCLUDED	Angle
DATA_TYPES	left_q1_YZ	left_q1_XZ	left_q1_XY

Frame	Time	left_q1_YZ	left_q1_XZ	left_q1_XY	
676	6.75000	7.573	-3.361	81.707
677	6.76000	7.551	-3.352	81.730
678	6.77000	7.526	-3.350	81.754
679	6.78000	7.506	-3.351	81.772
680	6.79000	7.491	-3.356	81.784
681	6.80000	7.471	-3.365	81.798
682	6.81000	7.441	-3.371	81.823
683	6.82000	7.400	-3.380	81.857
684	6.83000	7.346	-3.390	81.901
685	6.84000	7.279	-3.389	81.963
686	6.85000	7.203	-3.390	82.031
687	6.86000	7.120	-3.390	82.106
688	6.87000	7.028	-3.393	82.189
689	6.88000	6.936	-3.398	82.269
690	6.89000	6.849	-3.393	82.349
691	6.90000	6.760	-3.395	82.428
692	6.91000	6.679	-3.395	82.501
693	6.92000	6.607	-3.396	82.564
694	6.93000	6.545	-3.401	82.617
695	6.94000	6.490	-3.395	82.669
696	6.95000	6.426	-3.405	82.721
697	6.96000	6.370	-3.411	82.768
698	6.97000	6.305	-3.413	82.824
699	6.98000	6.248	-3.420	82.871
700	6.99000	6.183	-3.433	82.922
701	7.00000	6.133	-3.433	82.965
702	7.01000	6.081	-3.452	83.001
703	7.02000	6.043	-3.441	83.039
704	7.03000	5.996	-3.459	83.072
705	7.04000	5.952	-3.451	83.114
706	7.05000	5.898	-3.462	83.155
707	7.06000	5.851	-3.451	83.201
708	7.07000	5.811	-3.457	83.233
709	7.08000	5.767	-3.458	83.270
710	7.09000	5.738	-3.468	83.289
711	7.10000	5.714	-3.472	83.308
712	7.11000	5.696	-3.477	83.321
713	7.12000	5.677	-3.478	83.336
714	7.13000	5.654	-3.482	83.354
715	7.14000	5.632	-3.485	83.371
716	7.15000	5.608	-3.482	83.394
717	7.16000	5.585	-3.469	83.420
718	7.17000	5.570	-3.466	83.433
719	7.18000	5.568	-3.456	83.441
720	7.19000	5.567	-3.456	83.442
721	7.20000	5.577	-3.445	83.439
722	7.21000	5.584	-3.445	83.433
723	7.22000	5.598	-3.439	83.425
724	7.23000	5.615	-3.429	83.415
725	7.24000	5.629	-3.421	83.408
726	7.25000	5.651	-3.412	83.393
727	7.26000	5.681	-3.400	83.373
728	7.27000	5.724	-3.386	83.344
729	7.28000	5.766	-3.377	83.312
730	7.29000	5.816	-3.359	83.278
731	7.30000	5.859	-3.336	83.252
732	7.31000	5.915	-3.305	83.219
733	7.32000	5.987	-3.276	83.170
734	7.33000	6.084	-3.237	83.102
735	7.34000	6.200	-3.197	83.019
736	7.35000	6.327	-3.160	82.922
737	7.36000	6.456	-3.117	82.825
738	7.37000	6.586	-3.057	82.733
739	7.38000	6.736	-2.988	82.625
740	7.39000	6.911	-2.910	82.496
741	7.40000	7.110	-2.825	82.344
742	7.41000	7.347	-2.719	82.161
743	7.42000	7.637	-2.614	81.922
744	7.43000	7.986	-2.496	81.628
745	7.44000	8.360	-2.352	81.310
746	7.45000	8.735	-2.210	80.985
747	7.46000	9.116	-2.059	80.650
748	7.47000	9.481	-1.902	80.327
749	7.48000	9.835	-1.725	80.012
750	7.49000	10.201	-1.540	79.681
751	7.50000	10.586	-1.342	79.327
752	7.51000	10.982	-1.145	78.957
753	7.52000	11.393	-0.954	78.567
754	7.53000	11.802	-0.754	78.173
755	7.54000	12.225	-0.521	77.764
756	7.55000	12.636	-0.280	77.361
757	7.56000	13.054	-0.039	76.946
758	7.57000	13.452	0.244	76.546
759	7.58000	13.841	0.561	76.147
760	7.59000	14.253	0.964	75.713
761	7.60000	14.668	1.228	75.279
762	7.61000	15.054	1.475	74.870
763	7.62000	15.409	1.706	74.492
764	7.63000	15.760	1.935	74.116
765	7.64000	16.103	2.141	73.747
766	7.65000	16.435	2.332	73.391
767	7.66000	16.769	2.499	73.035
768	7.67000	17.062	2.708	72.711
769	7.68000	17.356	2.803	72.405
770	7.69000	17.620	2.926	72.123
771	7.70000	17.885	3.071	71.836
772	7.71000	18.144	3.191	71.559
773	7.72000	18.391	3.314	71.292
774	7.73000	18.637	3.447	71.024
775	7.74000	18.870	3.578	70.769
776	7.75000	19.085	3.704	70.531
777	7.76000	19.266	3.822	70.329
778	7.77000	19.456	3.928	70.120
779	7.78000	19.621	4.039	69.934
780	7.79000	19.767	4.157	69.765
781	7.80000	19.902	4.271	69.607
782	7.81000	20.009	4.391	69.475
783	7.82000	20.096	4.491	69.365
784	7.83000	20.155	4.597	69.283
785	7.84000	20.197	4.702	69.216
786	7.85000	20.223	4.785	69.170
787	7.86000	20.239	4.876	69.132
788	7.87000	20.233	4.953	69.117
789	7.88000	20.211	4.995	69.128
790	7.89000	20.181	5.025	69.149
791	7.90000	20.144	5.043	69.180
792	7.91000	20.088	5.076	69.226
793	7.92000	20.017	5.100	69.289
794	7.93000	19.914	5.130	69.381
795	7.94000	19.801	5.152	69.485
796	7.95000	19.649	5.184	69.624
797	7.96000	19.474	5.219	69.784
798	7.97000	19.279	5.254	69.963
799	7.98000	19.069	5.320	70.147
800	7.99000	18.839	5.387	70.350
801	8.00000	18.594	5.474	70.560
802	8.01000	18.324	5.540	70.799
803	8.02000	18.048	5.612	71.042
804	8.03000	17.799	5.783	71.225
805	8.04000	17.443	5.850	71.542
806	8.05000	17.088	5.941	71.848
807	8.06000	16.736	6.088	72.130
808	8.07000	16.394	6.179	72.418
809	8.08000	16.043	6.265	72.715
810	8.09000	15.688	6.351	73.013
811	8.10000	15.351	6.479	73.275
812	8.11000	15.022	6.540	73.554
813	8.12000	14.711	6.613	73.809
814	8.13000	14.419	6.677	74.049
815	8.14000	14.145	6.741	74.270
816	8.15000	13.897	6.809	74.464
817	8.16000	13.660	6.881	74.644
818	8.17000	13.439	6.944	74.813
819	8.18000	13.229	7.007	74.970
820	8.19000	13.031	7.063	75.118
821	8.20000	12.854	7.103	75.255
822	8.21000	12.696	7.124	75.383
823	8.22000	12.558	7.137	75.498
824	8.23000	12.445	7.132	75.599
825	8.24000	12.340	7.112	75.701
826	8.25000	12.237	7.075	75.809
827	8.26000	12.121	6.985	75.957
828	8.27000	12.017	6.938	76.071
829	8.28000	11.938	6.895	76.163
830	8.29000	11.874	6.860	76.237
831	8.30000	11.822	6.826	76.299
832	8.31000	11.789	6.800	76.341
833	8.32000	11.778	6.783	76.360
834	8.33000	11.782	6.757	76.369
835	8.34000	11.785	6.728	76.382
836	8.35000	11.788	6.703	76.392
837	8.36000	11.791	6.677	76.403
838	8.37000	11.785	6.646	76.423
839	8.38000	11.788	6.615	76.436
840	8.39000	11.784	6.580	76.457
841	8.40000	11.782	6.551	76.473
842	8.41000	11.775	6.518	76.496
843	8.42000	11.774	6.484	76.514
844	8.43000	11.767	6.448	76.538
845	8.44000	11.760	6.412	76.561
846	8.45000	11.749	6.380	76.587
847	8.46000	11.733	6.354	76.614
848	8.47000	11.705	6.318	76.656
849	8.48000	11.666	6.284	76.708
850	8.49000	11.622	6.248	76.764
851	8.50000	11.575	6.212	76.822
852	8.51000	11.531	6.180	76.877
853	8.52000	11.489	6.141	76.933
854	8.53000	11.472	6.052	76.991
855	8.54000	11.444	6.023	77.030
856	8.55000	11.411	5.989	77.075
857	8.56000	11.385	5.964	77.110
858	8.57000	11.351	5.940	77.152
859	8.58000	11.319	5.921	77.190
860	8.59000	11.287	5.892	77.231
861	8.60000	11.248	5.871	77.277
862	8.61000	11.209	5.844	77.324
863	8.62000	11.172	5.817	77.370
864	8.63000	11.135	5.797	77.412
865	8.64000	11.110	5.779	77.443
866	8.65000	11.090	5.772	77.464
867	8.66000	11.063	5.765	77.491
868	8.67000	11.039	5.770	77.510
869	8.68000	11.017	5.782	77.524
870	8.69000	10.999	5.787	77.537
871	8.70000	10.986	5.805	77.541
872	8.71000	10.973	5.819	77.546
873	8.72000	10.964	5.833	77.547
874	8.73000	10.959	5.848	77.544
875	8.74000	10.962	5.866	77.533
876	8.75000	10.968	5.878	77.521
877	8.76000	10.983	5.891	77.502
878	8.77000	10.999	5.903	77.482
879	8.78000	11.017	5.911	77.463
880	8.79000	11.035	5.921	77.441
881	8.80000	11.050	5.939	77.420
882	8.81000	11.066	5.947	77.402
883	8.82000	11.086	5.959	77.378
884	8.83000	11.107	5.968	77.356
885	8.84000	11.130	5.969	77.334
886	8.85000	11.152	5.965	77.316
887	8.86000	11.173	5.964	77.298
888	8.87000	11.199	5.959	77.278
889	8.88000	11.223	5.942	77.265
890	8.89000	11.254	5.929	77.243
891	8.90000	11.286	5.903	77.227
892	8.91000	11.322	5.887	77.202
893	8.92000	11.360	5.860	77.182
894	8.93000	11.401	5.836	77.157
895	8.94000	11.441	5.818	77.129
896	8.95000	11.494	5.790	77.095
897	8.96000	11.543	5.766	77.062
898	8.97000	11.596	5.740	77.026
899	8.98000	11.650	5.717	76.988
900	8.99000	11.707	5.694	76.947
901	9.00000	11.766	5.674	76.902
902	9.01000	11.812	5.716	76.842
903	9.02000	11.878	5.711	76.784
904	9.03000	11.945	5.703	76.727
905	9.04000	12.020	5.691	76.664
906	9.05000	12.095	5.692	76.596
907	9.06000	12.182	5.678	76.522
908	9.07000	12.264	5.673	76.450
909	9.08000	12.354	5.677	76.366
910	9.09000	12.447	5.675	76.282
911	9.10000	12.548	5.686	76.185
912	9.11000	12.655	5.691	76.085
913	9.12000	12.765	5.706	75.978
914	9.13000	12.880	5.719	75.867
915	9.14000	12.993	5.741	75.754
916	9.15000	13.115	5.767	75.632
917	9.16000	13.239	5.804	75.502
918	9.17000	13.374	5.829	75.368
919	9.18000	13.525	5.866	75.213
920	9.19000	13.682	5.904	75.053
921	9.20000	13.857	5.929	74.881
922	9.21000	14.047	5.966	74.690
923	9.22000	14.232	5.987	74.511
924	9.23000	14.413	6.018	74.330
925	9.24000	14.588	6.041	74.159
926	9.25000	14.754	6.065	73.995
927	9.26000	14.912	6.074	73.845
928	9.27000	15.064	6.084	73.700
929	9.28000	15.217	6.109	73.546
930	9.29000	15.369	6.137	73.394
931	9.30000	15.537	6.179	73.221
932	9.31000	15.675	6.184	73.090
933	9.32000	15.817	6.236	72.938
934	9.33000	15.953	6.307	72.783
935	9.34000	16.083	6.384	72.632
936	9.35000	16.214	6.458	72.480
937	9.36000	16.351	6.537	72.322
938	9.37000	16.514	6.613	72.140
939	9.38000	16.694	6.672	71.949
940	9.39000	16.894	6.720	71.743
941	9.40000	17.117	6.747	71.524
942	9.41000	17.365	6.772	71.283
943	9.42000	17.627	6.796	71.027
944	9.43000	17.912	6.702	70.795
945	9.44000	18.195	6.687	70.533
946	9.45000	18.467	6.676	70.280
947	9.46000	18.749	6.659	70.020
948	9.47000	19.044	6.615	69.755
949	9.48000	19.335	6.597	69.485
950	9.49000	19.633	6.581	69.206
951	9.50000	19.928	6.557	68.933
952	9.51000	20.242	6.521	68.645
953	9.52000	20.551	6.499	68.356
954	9.53000	20.862	6.456	68.071
955	9.54000	21.162	6.411	67.797
956	9.55000	21.460	6.360	67.526
957	9.56000	21.742	6.285	67.277
958	9.57000	22.008	6.204	67.045
959	9.58000	22.259	6.140	66.821
960	9.59000	22.502	6.053	66.610
961	9.60000	22.720	5.958	66.426
962	9.61000	22.911	5.880	66.262
963	9.62000	23.092	5.782	66.113
964	9.63000	23.252	5.666	65.987
965	9.64000	23.390	5.567	65.879
966	9.65000	23.510	5.457	65.790
967	9.66000	23.618	5.349	65.711
968	9.67000	23.707	5.234	65.652
969	9.68000	23.749	5.125	65.637
970	9.69000	23.745	5.004	65.669
971	9.70000	23.720	4.882	65.722
972	9.71000	23.663	4.768	65.803
973	9.72000	23.597	4.635	65.897
974	9.73000	23.504	4.507	66.016
975	9.74000	23.402	4.364	66.146
976	9.75000	23.275	4.223	66.300
977	9.76000	23.130	4.080	66.472
978	9.77000	22.945	3.969	66.675
979	9.78000	22.729	3.819	66.916
980	9.79000	22.500	3.692	67.166
981	9.80000	22.253	3.571	67.432
982	9.81000	21.975	3.458	67.727
983	9.82000	21.694	3.350	68.023
984	9.83000	21.388	3.247	68.343
985	9.84000	21.080	3.155	68.663
986	9.85000	20.757	3.071	68.997
987	9.86000	20.415	2.984	69.349
988	9.87000	20.065	2.895	69.709
989	9.88000	19.703	2.778	70.086
990	9.89000	19.323	2.661	70.480
991	9.90000	18.931	2.524	70.889
992	9.91000	18.518	2.391	71.317
993	9.92000	18.105	2.238	71.747
994	9.93000	17.679	2.063	72.193
995	9.94000	17.250	1.878	72.641
996	9.95000	16.810	1.676	73.102
997	9.96000	16.354	1.453	73.578
998	9.97000	15.902	1.209	74.049
999	9.98000	15.443	0.970	74.525
1000	9.99000	14.978	0.699	75.005
1001	10.00000	14.490	0.431	75.503
1002	10.01000	13.979	0.172	76.020
1003	10.02000	13.448	-0.095	76.552
1004	10.03000	12.889	-0.369	77.106
1005	10.04000	12.320	-0.654	77.662
1006	10.05000	11.755	-1.122	78.190
1007	10.06000	11.143	-1.460	78.760
1008	10.07000	10.509	-1.783	79.338
1009	10.08000	9.853	-2.084	79.925
1010	10.09000	9.195	-2.376	80.498
1011	10.10000	8.534	-2.634	81.063
1012	10.11000	7.881	-2.854	81.613
1013	10.12000	7.246	-3.025	82.141
1014	10.13000	6.645	-3.118	82.653
1015	10.14000	6.070	-3.171	83.146
1016	10.15000	5.520	-3.191	83.619
1017	10.16000	5.012	-3.194	84.053
1018	10.17000	4.572	-3.178	84.429
1019	10.18000	4.194	-3.148	84.753
1020	10.19000	3.888	-3.095	85.028
1021	10.20000	3.658	-3.056	85.230
1022	10.21000	3.499	-3.008	85.383
1023	10.22000	3.403	-2.978	85.475
1024	10.23000	3.367	-2.948	85.523
1025	10.24000	3.375	-2.926	85.530
1026	10.25000	3.436	-2.925	85.486
1027	10.26000	3.536	-2.930	85.405
1028	10.27000	3.659	-2.962	85.290
1029	10.28000	3.804	-2.988	85.160
1030	10.29000	3.939	-2.996	85.048
1031	10.30000	4.070	-3.019	84.930
1032	10.31000	4.199	-3.023	84.823
1033	10.32000	4.328	-3.023	84.718
1034	10.33000	4.455	-3.018	84.616
1035	10.34000	4.583	-3.025	84.505
1036	10.35000	4.703	-3.027	84.403
1037	10.36000	4.812	-3.025	84.312
1038	10.37000	4.903	-3.041	84.227
1039	10.38000	4.970	-3.023	84.179
1040	10.39000	5.010	-3.015	84.149
1041	10.40000	5.034	-3.005	84.133
1042	10.41000	5.059	-2.994	84.117
1043	10.42000	5.069	-2.991	84.111
1044	10.43000	5.076	-2.991	84.104
1045	10.44000	5.075	-2.988	84.107
1046	10.45000	5.070	-2.988	84.111
1047	10.46000	5.058	-2.987	84.122
1048	10.47000	5.039	-2.986	84.139
1049	10.48000	5.023	-2.973	84.159
1050	10.49000	5.013	-2.967	84.171
1051	10.50000	5.020	-2.955	84.171
1052	10.51000	5.031	-2.951	84.163
1053	10.52000	5.049	-2.951	84.148
1054	10.53000	5.066	-2.949	84.134
1055	10.54000	5.079	-2.944	84.126
1056	10.55000	5.083	-2.933	84.127
1057	10.56000	5.073	-2.923	84.141
1058	10.57000	5.058	-2.915	84.159
1059	10.58000	5.036	-2.901	84.184
1060	10.59000	5.011	-2.886	84.214
1061	10.60000	4.981	-2.873	84.246
1062	10.61000	4.958	-2.855	84.275
1063	10.62000	4.943	-2.844	84.294
1064	10.63000	4.941	-2.835	84.300
1065	10.64000	4.940	-2.827	84.305
1066	10.65000	4.942	-2.811	84.311
1067	10.66000	4.938	-2.801	84.319
1068	10.67000	4.936	-2.790	84.326
1069	10.68000	4.933	-2.778	84.336
1070	10.69000	4.926	-2.769	84.346
1071	10.70000	4.919	-2.762	84.355
1072	10.71000	4.919	-2.756	84.358
1073	10.72000	4.904	-2.751	84.373
1074	10.73000	4.894	-2.742	84.387
1075	10.74000	4.881	-2.739	84.400
1076	10.75000	4.872	-2.731	84.411
1077	10.76000	4.870	-2.725	84.416
1078	10.77000	4.873	-2.724	84.414
1079	10.78000	4.878	-2.726	84.409
1080	10.79000	4.894	-2.726	84.395
1081	10.80000	4.912	-2.729	84.377
1082	10.81000	4.945	-2.741	84.343
1083	10.82000	4.987	-2.741	84.306
1084	10.83000	5.032	-2.753	84.261
1085	10.84000	5.096	-2.771	84.196
1086	10.85000	5.170	-2.784	84.124
1087	10.86000	5.254	-2.806	84.040
1088	10.87000	5.356	-2.816	83.945
1089	10.88000	5.466	-2.831	83.840
1090	10.89000	5.583	-2.841	83.732
1091	10.90000	5.704	-2.850	83.619
1092	10.91000	5.830	-2.864	83.500
1093	10.92000	5.963	-2.883	83.372
1094	10.93000	6.106	-2.889	83.240
1095	10.94000	6.260	-2.902	83.095
1096	10.95000	6.429	-2.935	82.928
1097	10.96000	6.624	-2.947	82.744
1098	10.97000	6.833	-2.958	82.548
1099	10.98000	7.049	-2.961	82.349
1100	10.99000	7.277	-2.959	82.139
1101	11.00000	7.517	-2.927	81.927
1102	11.01000	7.765	-2.893	81.707
1103	11.02000	8.028	-2.867	81.469
1104	11.03000	8.314	-2.829	81.212
1105	11.04000	8.628	-2.808	80.920
1106	11.05000	8.974	-2.778	80.599
1107	11.06000	9.345	-2.719	80.261
1108	11.07000	9.744	-2.661	79.892
1109	11.08000	10.146	-2.598	79.520
1110	11.09000	10.539	-2.522	79.157
1111	11.10000	10.925	-2.445	78.798
1112	11.11000	11.298	-2.356	78.453
1113	11.12000	11.657	-2.257	78.121
1114	11.13000	12.017	-2.140	77.788
1115	11.14000	12.412	-2.012	77.420
1116	11.15000	12.826	-1.883	77.031
1117	11.16000	13.274	-1.749	76.607
1118	11.17000	13.740	-1.606	76.163
1119	11.18000	14.210	-1.421	75.716
1120	11.19000	14.646	-1.183	75.304
1121	11.20000	15.066	-0.891	74.906
1122	11.21000	15.488	-0.675	74.496
1123	11.22000	15.916	-0.457	74.077
1124	11.23000	16.342	-0.240	73.656
1125	11.24000	16.772	-0.014	73.228
1126	11.25000	17.195	0.205	72.803
1127	11.26000	17.619	0.419	72.376
1128	11.27000	18.015	0.635	71.973
1129	11.28000	18.381	0.853	71.598
1130	11.29000	18.710	1.077	71.257
1131	11.30000	19.012	1.304	70.940
1132	11.31000	19.289	1.521	70.646
1133	11.32000	19.532	1.718	70.387
1134	11.33000	19.756	1.916	70.143
1135	11.34000	19.968	2.097	69.912
1136	11.35000	20.163	2.284	69.697
1137	11.36000	20.353	2.475	69.483
1138	11.37000	20.514	2.679	69.296
1139	11.38000	20.663	2.883	69.119
1140	11.39000	20.791	3.065	68.964
1141	11.40000	20.921	3.255	68.804
1142	11.41000	21.019	3.407	68.680
1143	11.42000	21.114	3.545	68.562
1144	11.43000	21.194	3.671	68.460
1145	11.44000	21.273	3.780	68.361
1146	11.45000	21.342	3.894	68.271
1147	11.46000	21.407	4.013	68.183
1148	11.47000	21.462	4.119	68.108
1149	11.48000	21.516	4.229	68.031
1150	11.49000	21.556	4.335	67.969
1151	11.50000	21.573	4.445	67.928
1152	11.51000	21.581	4.532	67.901
1153	11.52000	21.583	4.611	67.881
1154	11.53000	21.573	4.666	67.878
1155	11.54000	21.537	4.718	67.901
1156	11.55000	21.502	4.756	67.927
1157	11.56000	21.453	4.783	67.968
1158	11.57000	21.391	4.805	68.024
1159	11.58000	21.303	4.791	68.113
1160	11.59000	21.202	4.782	68.214
1161	11.60000	21.089	4.760	68.330
1162	11.61000	20.959	4.741	68.462
1163	11.62000	20.814	4.716	68.609
1164	11.63000	20.646	4.688	68.780
1165	11.64000	20.464	4.677	68.961
1166	11.65000	20.270	4.663	69.155
1167	11.66000	20.076	4.643	69.349
1168	11.67000	19.856	4.633	69.566
1169	11.68000	19.641	4.612	69.781
1170	11.69000	19.404	4.610	70.013
1171	11.70000	19.149	4.622	70.259
1172	11.71000	18.897	4.630	70.502
1173	11.72000	18.638	4.648	70.749
1174	11.73000	18.378	4.665	70.997
1175	11.74000	18.099	4.707	71.257
1176	11.75000	17.818	4.753	71.517
1177	11.76000	17.534	4.801	71.779
1178	11.77000	17.253	4.840	72.039
1179	11.78000	16.970	4.871	72.304
1180	11.79000	16.689	4.910	72.563
1181	11.80000	16.411	4.940	72.821
1182	11.81000	16.128	5.051	73.059
1183	11.82000	15.871	5.066	73.299
1184	11.83000	15.623	5.076	73.533
1185	11.84000	15.392	5.076	73.753
1186	11.85000	15.166	5.065	73.972
1187	11.86000	14.937	5.053	74.193
1188	11.87000	14.705	5.034	74.420
1189	11.88000	14.481	5.076	74.618
1190	11.89000	14.224	5.079	74.860
1191	11.90000	14.039	5.088	75.031
1192	11.91000	13.891	5.104	75.166
1193	11.92000	13.765	5.124	75.277
1194	11.93000	13.659	5.135	75.373
1195	11.94000	13.557	5.160	75.459
1196	11.95000	13.464	5.182	75.538
1197	11.96000	13.387	5.190	75.607
1198	11.97000	13.310	5.208	75.672
1199	11.98000	13.241	5.222	75.732
1200	11.99000	13.173	5.242	75.787
1201	12.00000	13.128	5.280	75.814
1202	12.01000	13.116	5.312	75.814
1203	12.02000	13.115	5.356	75.797
1204	12.03000	13.118	5.386	75.782
1205	12.04000	13.121	5.422	75.766
1206	12.05000	13.122	5.444	75.756
1207	12.06000	13.115	5.461	75.756
1208	12.07000	13.105	5.483	75.756
1209	12.08000	13.086	5.485	75.773
1210	12.09000	13.062	5.476	75.799
1211	12.10000	13.040	5.472	75.821
1212	12.11000	13.029	5.456	75.837
1213	12.12000	13.019	5.424	75.859
1214	12.13000	13.002	5.408	75.882
1215	12.14000	12.981	5.389	75.909
1216	12.15000	12.953	5.364	75.944
1217	12.16000	12.919	5.342	75.984
1218	12.17000	12.875	5.320	76.034
1219	12.18000	12.829	5.302	76.083
1220	12.19000	12.778	5.281	76.139
1221	12.20000	12.724	5.274	76.192
1222	12.21000	12.667	5.259	76.250
1223	12.22000	12.621	5.249	76.298
1224	12.23000	12.584	5.234	76.338
1225	12.24000	12.554	5.231	76.367
1226	12.25000	12.524	5.221	76.399
1227	12.26000	12.490	5.214	76.432
1228	12.27000	12.457	5.208	76.466
1229	12.28000	12.427	5.200	76.497
1230	12.29000	12.390	5.201	76.530
1231	12.30000	12.356	5.202	76.562
1232	12.31000	12.323	5.195	76.595
1233	12.32000	12.294	5.184	76.626
1234	12.33000	12.268	5.175	76.654
1235	12.34000	12.240	5.158	76.686
1236	12.35000	12.215	5.139	76.717
1237	12.36000	12.192	5.122	76.745
1238	12.37000	12.173	5.101	76.771
1239	12.38000	12.167	5.022	76.808
1240	12.39000	12.149	4.993	76.836
1241	12.40000	12.137	4.967	76.857
1242	12.41000	12.129	4.942	76.874
1243	12.42000	12.126	4.915	76.887
1244	12.43000	12.120	4.889	76.903
1245	12.44000	12.116	4.867	76.916
1246	12.45000	12.110	4.851	76.927
1247	12.46000	12.106	4.832	76.938
1248	12.47000	12.096	4.818	76.952
1249	12.48000	12.088	4.794	76.970
1250	12.49000	12.077	4.779	76.985
1251	12.50000	12.072	4.774	76.992
1252	12.51000	12.064	4.767	77.002
1253	12.52000	12.059	4.757	77.011
1254	12.53000	12.053	4.739	77.023
1255	12.54000	12.050	4.714	77.035
1256	12.55000	12.036	4.693	77.056
1257	12.56000	12.027	4.668	77.073
1258	12.57000	12.019	4.644	77.089
1259	12.58000	12.011	4.625	77.105
1260	12.59000	12.005	4.601	77.119
1261	12.60000	12.002	4.586	77.127
1262	12.61000	11.994	4.568	77.142
1263	12.62000	11.985	4.558	77.154
1264	12.63000	11.977	4.549	77.164
1265	12.64000	11.968	4.541	77.176
1266	12.65000	11.956	4.540	77.187
1267	12.66000	11.950	4.539	77.193
1268	12.67000	11.941	4.538	77.202
1269	12.68000	11.933	4.536	77.210
1270	12.69000	11.926	4.533	77.218
1271	12.70000	11.920	4.538	77.222
1272	12.71000	11.914	4.540	77.226
1273	12.72000	11.909	4.541	77.231
1274	12.73000	11.900	4.544	77.238
1275	12.74000	11.891	4.545	77.247
1276	12.75000	11.884	4.555	77.249
1277	12.76000	11.879	4.562	77.252
1278	12.77000	11.874	4.568	77.254
1279	12.78000	11.869	4.570	77.257
1280	12.79000	11.865	4.576	77.259
1281	12.80000	11.861	4.586	77.259
1282	12.81000	11.857	4.579	77.266
1283	12.82000	11.859	4.578	77.264
1284	12.83000	11.855	4.566	77.272
1285	12.84000	11.855	4.558	77.275
1286	12.85000	11.853	4.543	77.282
1287	12.86000	11.859	4.524	77.284
1288	12.87000	11.863	4.507	77.287
1289	12.88000	11.867	4.487	77.290
1290	12.89000	11.881	4.467	77.284
1291	12.90000	11.895	4.444	77.279
1292	12.91000	11.906	4.424	77.276
1293	12.92000	11.921	4.408	77.267
1294	12.93000	11.940	4.386	77.258
1295	12.94000	11.961	4.370	77.244
1296	12.95000	11.992	4.341	77.225
1297	12.96000	12.023	4.325	77.201
1298	12.97000	12.061	4.308	77.171
1299	12.98000	12.101	4.288	77.140
1300	12.99000	12.148	4.282	77.098
1301	13.00000	12.198	4.276	77.053
1302	13.01000	12.260	4.268	76.997
1303	13.02000	12.318	4.271	76.940
1304	13.03000	12.387	4.281	76.872
1305	13.04000	12.451	4.297	76.805
1306	13.05000	12.532	4.300	76.728
1307	13.06000	12.605	4.314	76.654
1308	13.07000	12.692	4.326	76.568
1309	13.08000	12.786	4.331	76.477
1310	13.09000	12.882	4.323	76.388
1311	13.10000	12.980	4.312	76.299
1312	13.11000	13.084	4.288	76.207
1313	13.12000	13.200	4.275	76.102
1314	13.13000	13.327	4.266	75.983
1315	13.14000	13.457	4.263	75.859
1316	13.15000	13.603	4.272	75.717
1317	13.16000	13.748	4.327	75.561
1318	13.17000	13.912	4.336	75.401
1319	13.18000	14.082	4.351	75.235
1320	13.19000	14.255	4.370	75.063
1321	13.20000	14.440	4.392	74.879
1322	13.21000	14.625	4.396	74.700
1323	13.22000	14.820	4.402	74.511
1324	13.23000	15.012	4.401	74.327
1325	13.24000	15.226	4.356	74.134
1326	13.25000	15.449	4.372	73.914
1327	13.26000	15.693	4.398	73.672
1328	13.27000	16.016	4.458	73.343
1329	13.28000	16.221	4.353	73.174
1330	13.29000	16.467	4.358	72.934
1331	13.30000	16.720	4.331	72.696
1332	13.31000	17.001	4.275	72.437
1333	13.32000	17.283	4.210	72.180
1334	13.33000	17.572	4.127	71.919
1335	13.34000	17.866	4.053	71.650
1336	13.35000	18.163	3.959	71.381
1337	13.36000	18.473	3.861	71.099
1338	13.37000	18.787	3.748	70.816
1339	13.38000	19.096	3.648	70.532
1340	13.39000	19.414	3.542	70.239
1341	13.40000	19.745	3.434	69.934
1342	13.41000	20.074	3.328	69.629
1343	13.42000	20.396	3.239	69.326
1344	13.43000	20.705	3.158	69.034
1345	13.44000	21.012	3.071	68.744
1346	13.45000	21.295	3.017	68.471
1347	13.46000	21.585	2.952	68.194
1348	13.47000	21.857	2.881	67.934
1349	13.48000	22.107	2.845	67.691
1350	13.49000	22.354	2.785	67.454
1351	13.50000	22.583	2.733	67.234
1352	13.51000	22.794	2.666	67.033
1353	13.52000	22.987	2.592	66.850
1354	13.53000	23.149	2.505	66.700
1355	13.54000	23.291	2.405	66.570
1356	13.55000	23.393	2.324	66.478
1357	13.56000	23.467	2.228	66.415
1358	13.57000	23.516	2.117	66.377
1359	13.58000	23.530	2.004	66.375
1360	13.59000	23.514	1.890	66.401
1361	13.60000	23.474	1.766	66.451
1362	13.61000	23.416	1.651	66.519
1363	13.62000	23.329	1.536	66.614
1364	13.63000	23.225	1.427	66.726
1365	13.64000	23.099	1.328	66.858
1366	13.65000	22.956	1.215	67.008
1367	13.66000	22.781	1.106	67.189
1368	13.67000	22.534	1.032	67.440
1369	13.68000	22.267	0.929	67.711
1370	13.69000	21.978	0.847	68.004
1371	13.70000	21.655	0.754	68.330
1372	13.71000	21.301	0.656	68.688
1373	13.72000	20.913	0.547	69.079
